round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.309732,3.630171e+00,8.913017e-01,0.250047,,,,,,
10,32000,0.698001,4.038984e+00,1.383243e+00,0.250047,,,,,,
20,63648,0.348465,2.446681e+00,9.277958e-01,0.250047,,,,,,
30,95648,0.239388,1.924632e+00,3.619753e-01,0.250047,,,,,,
40,127296,0.196148,1.579683e+00,2.603316e-01,0.250047,,,,,,
50,159296,0.163289,1.422452e+00,2.592367e-01,0.250047,,,,,,
60,190944,0.145788,1.272207e+00,2.885223e-01,0.250047,,,,,,
70,222944,0.125607,1.169034e+00,2.412205e-01,0.250047,,,,,,
80,254592,0.114289,1.072680e+00,2.261461e-01,0.250047,,,,,,
90,286554,0.103940,1.021168e+00,2.561694e-01,0.250047,,,,,,
100,318240,0.095855,9.584938e-01,1.664810e-01,0.250047,,,,,,
110,350202,0.089817,8.811218e-01,1.259660e-01,0.250047,,,,,,
120,381888,0.084414,8.579214e-01,1.355384e-01,0.250047,,,,,,
130,413850,0.080093,8.189567e-01,1.126906e-01,0.250047,,,,,,
140,445536,0.074602,8.039194e-01,1.573084e-01,0.250047,,,,,,
150,477446,0.071259,7.664630e-01,1.430030e-01,0.250047,,,,,,
160,509184,0.068473,7.362177e-01,7.437517e-02,0.250047,,,,,,
170,540913,0.065108,7.198538e-01,1.345934e-01,0.250047,,,,,,
180,572794,0.064780,6.953680e-01,1.307650e-01,0.250047,,,,,,
190,604543,0.059938,6.822640e-01,1.168605e-01,0.250047,,,,,,
200,636442,0.058604,6.711088e-01,1.299157e-01,0.250047,,,,,,
210,668191,0.055589,6.546797e-01,1.203818e-01,0.250047,,,,,,
220,700090,0.053035,6.348764e-01,9.749115e-02,0.250047,,,,,,
230,731839,0.052587,6.184003e-01,1.291270e-01,0.250047,,,,,,
240,763738,0.050066,6.369525e-01,2.739499e-01,0.250047,,,,,,
