round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.300195,3.392767e+00,6.769222e-01,0.350087,,,,,,
10,32000,0.907652,5.739568e+00,1.388705e+00,0.350087,,,,,,
20,63682,0.439185,3.643022e+00,1.506205e+00,0.350087,,,,,,
30,95648,0.281450,2.690658e+00,5.291787e-01,0.350087,,,,,,
40,127330,0.220678,2.098444e+00,4.249299e-01,0.350087,,,,,,
50,159296,0.184789,1.797278e+00,2.202643e-01,0.350087,,,,,,
60,190978,0.158281,1.604333e+00,2.088846e-01,0.350087,,,,,,
70,222944,0.140326,1.481752e+00,2.461632e-01,0.350087,,,,,,
80,254626,0.125703,1.369408e+00,2.052036e-01,0.350087,,,,,,
90,286560,0.113875,1.287739e+00,2.219387e-01,0.350087,,,,,,
100,318274,0.103687,1.223384e+00,2.805665e-01,0.350087,,,,,,
110,350208,0.096696,1.141961e+00,1.831811e-01,0.350087,,,,,,
120,381922,0.089741,1.087816e+00,1.867577e-01,0.350087,,,,,,
130,413856,0.084388,1.037397e+00,2.031891e-01,0.350087,,,,,,
140,445570,0.079948,9.903650e-01,1.058077e-01,0.350087,,,,,,
150,477423,0.076244,9.625815e-01,1.161639e-01,0.350087,,,,,,
160,509218,0.072361,9.234144e-01,1.084830e-01,0.350087,,,,,,
170,540925,0.069935,8.931816e-01,1.445567e-01,0.350087,,,,,,
180,572834,0.066091,8.545208e-01,9.994216e-02,0.350087,,,,,,
190,604569,0.064070,8.506613e-01,1.312710e-01,0.350087,,,,,,
200,636482,0.061671,8.167319e-01,1.258062e-01,0.350087,,,,,,
210,668217,0.058982,7.957427e-01,1.101689e-01,0.350087,,,,,,
220,700130,0.057978,7.911963e-01,1.529835e-01,0.350087,,,,,,
230,731865,0.054794,7.586288e-01,7.041413e-02,0.350087,,,,,,
240,763778,0.054003,7.282483e-01,1.285144e-01,0.350087,,,,,,
