round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.300195,3.663551e+00,6.769222e-01,0.400111,,,,,,
10,32000,0.941322,6.144733e+00,1.516632e+00,0.400111,,,,,,
20,63649,0.443642,4.015590e+00,7.327844e-01,0.400111,,,,,,
30,95648,0.297480,2.938049e+00,4.113061e-01,0.400111,,,,,,
40,127297,0.230912,2.384196e+00,2.762288e-01,0.400111,,,,,,
50,159296,0.191594,2.033060e+00,2.829284e-01,0.400111,,,,,,
60,190945,0.177497,1.754230e+00,3.992778e-01,0.400111,,,,,,
70,222944,0.148537,1.615758e+00,2.543339e-01,0.400111,,,,,,
80,254593,0.132688,1.478537e+00,1.657839e-01,0.400111,,,,,,
90,286535,0.118900,1.413020e+00,3.148328e-01,0.400111,,,,,,
100,318241,0.109798,1.321030e+00,1.667183e-01,0.400111,,,,,,
110,350183,0.101147,1.252382e+00,1.588941e-01,0.400111,,,,,,
120,381889,0.094057,1.180195e+00,1.193969e-01,0.400111,,,,,,
130,413831,0.089906,1.103281e+00,1.216413e-01,0.400111,,,,,,
140,445537,0.083584,1.093725e+00,1.421991e-01,0.400111,,,,,,
150,477379,0.079367,1.067159e+00,2.105638e-01,0.400111,,,,,,
160,509185,0.076974,1.009772e+00,1.242197e-01,0.400111,,,,,,
170,540937,0.071683,9.897041e-01,2.045877e-01,0.400111,,,,,,
180,572776,0.068685,9.579176e-01,1.512151e-01,0.400111,,,,,,
190,604585,0.066600,9.351236e-01,1.180229e-01,0.400111,,,,,,
200,636424,0.064359,9.083624e-01,1.650565e-01,0.400111,,,,,,
210,668233,0.061373,8.976527e-01,1.822143e-01,0.400111,,,,,,
220,700072,0.062602,8.133751e-01,1.200673e-01,0.400111,,,,,,
230,731881,0.058521,8.075203e-01,1.369194e-01,0.400111,,,,,,
240,763720,0.057541,7.858087e-01,1.237629e-01,0.400111,,,,,,
