round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.300195,2.792345e+00,6.769222e-01,0.250047,,,,,,
10,32000,0.767129,4.188465e+00,1.452462e+00,0.250047,,,,,,
20,63648,0.367787,2.787899e+00,1.060519e+00,0.250047,,,,,,
30,95648,0.258302,1.962684e+00,4.299478e-01,0.250047,,,,,,
40,127296,0.200028,1.588340e+00,2.443167e-01,0.250047,,,,,,
50,159296,0.166172,1.402752e+00,3.424680e-01,0.250047,,,,,,
60,190944,0.145218,1.246925e+00,2.372380e-01,0.250047,,,,,,
70,222944,0.126963,1.123764e+00,1.403058e-01,0.250047,,,,,,
80,254592,0.114780,1.058578e+00,2.622119e-01,0.250047,,,,,,
90,286554,0.107093,1.008304e+00,3.088195e-01,0.250047,,,,,,
100,318240,0.095501,9.399828e-01,1.967953e-01,0.250047,,,,,,
110,350202,0.088648,8.725392e-01,1.806889e-01,0.250047,,,,,,
120,381888,0.082527,8.278679e-01,1.148136e-01,0.250047,,,,,,
130,413850,0.078910,8.195615e-01,2.019419e-01,0.250047,,,,,,
140,445536,0.074433,7.676454e-01,1.105596e-01,0.250047,,,,,,
150,477446,0.069627,7.333845e-01,1.332846e-01,0.250047,,,,,,
160,509184,0.066488,7.093779e-01,1.279926e-01,0.250047,,,,,,
170,540913,0.064288,7.211736e-01,2.234201e-01,0.250047,,,,,,
180,572794,0.061077,6.748304e-01,1.769949e-01,0.250047,,,,,,
190,604543,0.059698,6.347863e-01,1.089843e-01,0.250047,,,,,,
200,636442,0.056472,6.245387e-01,1.152877e-01,0.250047,,,,,,
210,668191,0.054797,6.291267e-01,1.453789e-01,0.250047,,,,,,
220,700090,0.052535,6.250505e-01,1.936444e-01,0.250047,,,,,,
230,731839,0.052044,5.938713e-01,1.269626e-01,0.250047,,,,,,
240,763738,0.049179,5.718331e-01,1.212965e-01,0.250047,,,,,,
