round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.300195,1.104750e+00,6.769222e-01,0.050045,,,,,,
10,32000,0.598961,1.709638e+00,1.559307e+00,0.050045,,,,,,
20,63648,0.310831,1.068629e+00,1.104408e+00,0.050045,,,,,,
30,95648,0.232125,7.854765e-01,4.239315e-01,0.050045,,,,,,
40,127296,0.184543,6.083233e-01,3.744920e-01,0.050045,,,,,,
50,159296,0.149144,5.372457e-01,2.064508e-01,0.050045,,,,,,
60,190944,0.130667,4.807411e-01,1.999378e-01,0.050045,,,,,,
70,222944,0.113104,4.331312e-01,1.865041e-01,0.050045,,,,,,
80,254592,0.100273,4.092319e-01,2.440923e-01,0.050045,,,,,,
90,286592,0.092503,3.832606e-01,2.625248e-01,0.050045,,,,,,
100,318240,0.083959,3.575188e-01,1.539362e-01,0.050045,,,,,,
110,350240,0.078669,3.416037e-01,1.732456e-01,0.050045,,,,,,
120,381888,0.073092,3.269050e-01,1.485623e-01,0.050045,,,,,,
130,413888,0.068642,3.120801e-01,1.126779e-01,0.050045,,,,,,
140,445536,0.066037,3.036318e-01,1.086169e-01,0.050045,,,,,,
150,477475,0.062602,2.956462e-01,1.886202e-01,0.050045,,,,,,
160,509184,0.059782,2.861695e-01,1.293211e-01,0.050045,,,,,,
170,540922,0.056303,2.796270e-01,1.605114e-01,0.050045,,,,,,
180,572832,0.055754,2.737509e-01,1.360162e-01,0.050045,,,,,,
190,604484,0.052670,2.577555e-01,8.089497e-02,0.050045,,,,,,
200,636480,0.053384,2.569741e-01,1.243094e-01,0.050045,,,,,,
210,668132,0.048407,2.561490e-01,1.139032e-01,0.050045,,,,,,
220,700128,0.048416,2.399104e-01,9.190536e-02,0.050045,,,,,,
230,731780,0.045923,2.452276e-01,2.072185e-01,0.050045,,,,,,
240,763776,0.043586,2.431175e-01,1.583834e-01,0.050045,,,,,,
