round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.303516,5.840991e+00,6.629946e-01,0.850100,,,,,,
10,32000,1.746625,1.004859e+01,1.403342e+00,0.850100,,,,,,
20,63674,1.174218,9.014258e+00,1.689139e+00,0.850100,,,,,,
30,95648,0.776032,7.699573e+00,1.329101e+00,0.850100,,,,,,
40,127322,0.550834,6.442960e+00,9.472998e-01,0.850100,,,,,,
50,159296,0.430281,5.510928e+00,6.908643e-01,0.850100,,,,,,
60,190970,0.349549,4.874875e+00,6.207983e-01,0.850100,,,,,,
70,222899,0.295224,4.357377e+00,4.875275e-01,0.850100,,,,,,
80,254618,0.262872,3.942992e+00,3.778920e-01,0.850100,,,,,,
90,286547,0.232496,3.637850e+00,3.515812e-01,0.850100,,,,,,
100,318266,0.210817,3.379473e+00,2.685343e-01,0.850100,,,,,,
110,350195,0.194846,3.226675e+00,2.865677e-01,0.850100,,,,,,
120,381914,0.179152,3.021336e+00,3.476585e-01,0.850100,,,,,,
130,413779,0.166415,2.909702e+00,3.130061e-01,0.850100,,,,,,
140,445517,0.157385,2.713051e+00,2.434428e-01,0.850100,,,,,,
150,477374,0.146595,2.645401e+00,2.659205e-01,0.850100,,,,,,
160,509165,0.143147,2.532406e+00,2.939284e-01,0.850100,,,,,,
170,540904,0.132112,2.446137e+00,2.212981e-01,0.850100,,,,,,
180,572813,0.125215,2.361465e+00,1.604367e-01,0.850100,,,,,,
190,604507,0.120164,2.282197e+00,1.648319e-01,0.850100,,,,,,
200,636461,0.114570,2.229897e+00,1.649666e-01,0.850100,,,,,,
210,668155,0.111967,2.174586e+00,1.811964e-01,0.850100,,,,,,
220,700109,0.106602,2.149806e+00,1.606941e-01,0.850100,,,,,,
230,731829,0.101251,2.057840e+00,1.166304e-01,0.850100,,,,,,
240,763693,0.098385,2.049082e+00,2.205012e-01,0.850100,,,,,,
