round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.309732,7.498553e+00,8.913017e-01,0.950248,,,,,,
10,32000,1.674365,1.263471e+01,1.478809e+00,0.950248,,,,,,
20,63767,1.064065,1.194229e+01,1.637524e+00,0.950248,,,,,,
30,95712,0.755882,9.772942e+00,1.519188e+00,0.950248,,,,,,
40,127479,0.562810,8.142787e+00,9.861166e-01,0.950248,,,,,,
50,159424,0.468232,7.060733e+00,7.277476e-01,0.950248,,,,,,
60,191191,0.396591,6.440353e+00,6.283194e-01,0.950248,,,,,,
70,223129,0.349889,5.694005e+00,6.298163e-01,0.950248,,,,,,
80,254903,0.319473,5.242911e+00,4.938320e-01,0.950248,,,,,,
90,286841,0.282712,4.928188e+00,4.668709e-01,0.950248,,,,,,
100,318615,0.262141,4.560050e+00,5.940868e-01,0.950248,,,,,,
110,350553,0.237622,4.278065e+00,4.105527e-01,0.950248,,,,,,
120,382320,0.221384,4.045109e+00,3.219867e-01,0.950248,,,,,,
130,414188,0.204957,3.936352e+00,4.254259e-01,0.950248,,,,,,
140,446032,0.194648,3.744188e+00,3.529085e-01,0.950248,,,,,,
150,477835,0.181701,3.576221e+00,2.614221e-01,0.950248,,,,,,
160,509744,0.177602,3.500936e+00,4.286320e-01,0.950248,,,,,,
170,541483,0.166996,3.364071e+00,3.204310e-01,0.950248,,,,,,
180,573456,0.157795,3.186563e+00,2.100049e-01,0.950248,,,,,,
190,605250,0.150509,3.173466e+00,3.719325e-01,0.950248,,,,,,
200,637168,0.143988,3.078500e+00,3.275004e-01,0.950248,,,,,,
210,668962,0.137629,2.944325e+00,3.163539e-01,0.950248,,,,,,
220,700880,0.132155,2.882113e+00,1.473572e-01,0.950248,,,,,,
230,732674,0.126425,2.804745e+00,1.798297e-01,0.950248,,,,,,
240,764508,0.123386,2.756852e+00,2.731714e-01,0.950248,,,,,,
