round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.300195,2.073745e+00,6.769222e-01,0.150064,,,,,,
10,32000,0.666120,3.023481e+00,1.493012e+00,0.150064,,,,,,
20,63712,0.334488,1.891203e+00,6.487558e-01,0.150064,,,,,,
30,95712,0.237228,1.440187e+00,3.533370e-01,0.150064,,,,,,
40,127424,0.186123,1.177082e+00,3.985604e-01,0.150064,,,,,,
50,159424,0.156424,1.016709e+00,2.876586e-01,0.150064,,,,,,
60,191136,0.134976,8.759394e-01,2.275717e-01,0.150064,,,,,,
70,223136,0.118664,8.052421e-01,1.467619e-01,0.150064,,,,,,
80,254848,0.107268,7.519949e-01,1.965098e-01,0.150064,,,,,,
90,286848,0.098730,7.070351e-01,1.699063e-01,0.150064,,,,,,
100,318560,0.088878,6.870283e-01,2.289536e-01,0.150064,,,,,,
110,350532,0.083812,6.266606e-01,1.225496e-01,0.150064,,,,,,
120,382272,0.077213,6.017351e-01,1.593643e-01,0.150064,,,,,,
130,414244,0.073428,5.768709e-01,1.790982e-01,0.150064,,,,,,
140,445984,0.069774,5.505773e-01,1.337838e-01,0.150064,,,,,,
150,477943,0.066964,5.391945e-01,1.658779e-01,0.150064,,,,,,
160,509696,0.062834,5.124659e-01,1.558375e-01,0.150064,,,,,,
170,541501,0.061629,4.898852e-01,9.851725e-02,0.150064,,,,,,
180,573408,0.057529,4.874420e-01,1.492671e-01,0.150064,,,,,,
190,605180,0.055279,4.785316e-01,1.740602e-01,0.150064,,,,,,
200,637120,0.053259,4.574938e-01,1.622124e-01,0.150064,,,,,,
210,668892,0.051532,4.445744e-01,1.380595e-01,0.150064,,,,,,
220,700804,0.049761,4.265120e-01,6.806189e-02,0.150064,,,,,,
230,732604,0.048127,4.286426e-01,1.138976e-01,0.150064,,,,,,
240,764516,0.046338,4.209008e-01,1.754805e-01,0.150064,,,,,,
