round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.303516,1.176567e+00,6.629946e-01,0.050045,,,,,,
10,32000,0.669476,1.802161e+00,2.029433e+00,0.050045,,,,,,
20,63648,0.308981,1.057466e+00,1.357622e+00,0.050045,,,,,,
30,95648,0.219098,7.801442e-01,3.305832e-01,0.050045,,,,,,
40,127296,0.173434,6.489584e-01,2.554933e-01,0.050045,,,,,,
50,159296,0.147527,5.750088e-01,3.114601e-01,0.050045,,,,,,
60,190944,0.130218,5.095454e-01,2.895922e-01,0.050045,,,,,,
70,222944,0.115706,4.614017e-01,2.155780e-01,0.050045,,,,,,
80,254592,0.103158,4.336036e-01,2.579055e-01,0.050045,,,,,,
90,286592,0.094440,4.071330e-01,2.545393e-01,0.050045,,,,,,
100,318240,0.086900,3.776636e-01,1.487589e-01,0.050045,,,,,,
110,350240,0.081575,3.708704e-01,2.787493e-01,0.050045,,,,,,
120,381888,0.075443,3.404240e-01,1.560241e-01,0.050045,,,,,,
130,413888,0.071925,3.421774e-01,2.687471e-01,0.050045,,,,,,
140,445536,0.067387,3.204275e-01,2.045498e-01,0.050045,,,,,,
150,477475,0.064055,3.093869e-01,1.611338e-01,0.050045,,,,,,
160,509184,0.061887,2.973609e-01,1.399161e-01,0.050045,,,,,,
170,540922,0.059145,2.889456e-01,1.308230e-01,0.050045,,,,,,
180,572832,0.057909,2.902345e-01,1.858816e-01,0.050045,,,,,,
190,604484,0.057532,2.752933e-01,8.130737e-02,0.050045,,,,,,
200,636480,0.054511,2.690961e-01,1.366991e-01,0.050045,,,,,,
210,668132,0.053192,2.563383e-01,1.354168e-01,0.050045,,,,,,
220,700128,0.050235,2.541762e-01,1.174460e-01,0.050045,,,,,,
230,731780,0.048545,2.475753e-01,8.924631e-02,0.050045,,,,,,
240,763776,0.046141,2.460095e-01,1.005511e-01,0.050045,,,,,,
