round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.309732,4.411308e+00,8.913017e-01,0.350087,,,,,,
10,32000,0.783658,5.401004e+00,1.408651e+00,0.350087,,,,,,
20,63682,0.382095,3.366147e+00,6.829516e-01,0.350087,,,,,,
30,95648,0.260505,2.505325e+00,4.701880e-01,0.350087,,,,,,
40,127330,0.210895,2.041317e+00,3.486760e-01,0.350087,,,,,,
50,159296,0.176987,1.790255e+00,2.585307e-01,0.350087,,,,,,
60,190978,0.153238,1.581262e+00,2.571007e-01,0.350087,,,,,,
70,222944,0.135660,1.460228e+00,2.984462e-01,0.350087,,,,,,
80,254626,0.125033,1.305517e+00,1.595073e-01,0.350087,,,,,,
90,286560,0.113615,1.244723e+00,1.146294e-01,0.350087,,,,,,
100,318274,0.103472,1.193846e+00,1.633030e-01,0.350087,,,,,,
110,350208,0.096363,1.144618e+00,1.617317e-01,0.350087,,,,,,
120,381922,0.090938,1.089755e+00,1.905550e-01,0.350087,,,,,,
130,413856,0.084826,1.060385e+00,1.913476e-01,0.350087,,,,,,
140,445570,0.082583,9.738060e-01,1.459294e-01,0.350087,,,,,,
150,477423,0.077838,9.621596e-01,1.237961e-01,0.350087,,,,,,
160,509218,0.073168,9.364519e-01,1.456315e-01,0.350087,,,,,,
170,540925,0.084771,9.038309e-01,1.420623e-01,0.350087,,,,,,
180,572834,0.067787,8.828595e-01,2.081317e-01,0.350087,,,,,,
190,604569,0.064427,8.529375e-01,1.384844e-01,0.350087,,,,,,
200,636482,0.062453,8.366200e-01,1.200172e-01,0.350087,,,,,,
210,668217,0.059187,8.134685e-01,7.940155e-02,0.350087,,,,,,
220,700130,0.057579,8.027118e-01,1.444568e-01,0.350087,,,,,,
230,731865,0.057116,7.827342e-01,7.083102e-02,0.350087,,,,,,
240,763778,0.054903,7.810046e-01,1.122807e-01,0.350087,,,,,,
