round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.309732,2.699825e+00,8.913014e-01,0.150064,,,,,,
10,32000,0.598841,2.725314e+00,1.495896e+00,0.150064,,,,,,
20,63712,0.315187,1.808538e+00,7.028667e-01,0.150064,,,,,,
30,95712,0.223409,1.373691e+00,4.370946e-01,0.150064,,,,,,
40,127424,0.178394,1.158149e+00,4.619191e-01,0.150064,,,,,,
50,159424,0.151526,1.007996e+00,2.546888e-01,0.150064,,,,,,
60,191136,0.132207,8.920026e-01,2.051524e-01,0.150064,,,,,,
70,223136,0.117694,8.244957e-01,2.148891e-01,0.150064,,,,,,
80,254848,0.106825,7.651603e-01,2.647032e-01,0.150064,,,,,,
90,286848,0.097693,7.009650e-01,1.380700e-01,0.150064,,,,,,
100,318560,0.090789,6.799896e-01,2.510152e-01,0.150064,,,,,,
110,350532,0.084178,6.298490e-01,1.305567e-01,0.150064,,,,,,
120,382272,0.079071,6.163260e-01,1.536001e-01,0.150064,,,,,,
130,414244,0.074397,5.868295e-01,7.961258e-02,0.150064,,,,,,
140,445984,0.071430,5.652694e-01,1.264389e-01,0.150064,,,,,,
150,477943,0.066483,5.494898e-01,1.450467e-01,0.150064,,,,,,
160,509696,0.063671,5.274807e-01,9.969847e-02,0.150064,,,,,,
170,541501,0.060966,5.258794e-01,2.287060e-01,0.150064,,,,,,
180,573408,0.058475,4.953925e-01,9.479881e-02,0.150064,,,,,,
190,605180,0.056647,4.834104e-01,1.163695e-01,0.150064,,,,,,
200,637120,0.053680,4.740916e-01,9.218089e-02,0.150064,,,,,,
210,668892,0.051790,4.719113e-01,1.297678e-01,0.150064,,,,,,
220,700804,0.051168,4.620347e-01,1.463432e-01,0.150064,,,,,,
230,732604,0.050374,4.372040e-01,1.277692e-01,0.150064,,,,,,
240,764516,0.047242,4.307680e-01,7.837201e-02,0.150064,,,,,,
