round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.309732,5.698381e+00,8.913014e-01,0.550093,,,,,,
10,32000,1.072293,8.086550e+00,1.639640e+00,0.550093,,,,,,
20,63813,0.509135,5.371944e+00,8.786896e-01,0.550093,,,,,,
30,95776,0.348332,3.892188e+00,6.033066e-01,0.550093,,,,,,
40,127589,0.262622,3.239032e+00,3.743854e-01,0.550093,,,,,,
50,159552,0.219330,2.785496e+00,3.637447e-01,0.550093,,,,,,
60,191365,0.189014,2.462542e+00,2.798685e-01,0.550093,,,,,,
70,223327,0.169382,2.238297e+00,1.720180e-01,0.550093,,,,,,
80,255141,0.152412,2.063612e+00,2.397686e-01,0.550093,,,,,,
90,287103,0.138710,1.935117e+00,1.862045e-01,0.550093,,,,,,
100,318917,0.126754,1.845136e+00,2.534805e-01,0.550093,,,,,,
110,350879,0.116579,1.733064e+00,2.011704e-01,0.550093,,,,,,
120,382693,0.109623,1.681903e+00,2.009771e-01,0.550093,,,,,,
130,414649,0.103474,1.576088e+00,1.577335e-01,0.550093,,,,,,
140,446468,0.097309,1.518588e+00,1.980660e-01,0.550093,,,,,,
150,478404,0.092684,1.469653e+00,1.687856e-01,0.550093,,,,,,
160,510244,0.088755,1.420849e+00,1.381205e-01,0.550093,,,,,,
170,542079,0.083524,1.377285e+00,1.762430e-01,0.550093,,,,,,
180,574020,0.081814,1.348371e+00,1.133341e-01,0.550093,,,,,,
190,605855,0.076296,1.300348e+00,1.911665e-01,0.550093,,,,,,
200,637796,0.073698,1.283762e+00,1.961431e-01,0.550093,,,,,,
210,669630,0.074792,1.179381e+00,1.458858e-01,0.550093,,,,,,
220,701572,0.070702,1.154210e+00,1.189585e-01,0.550093,,,,,,
230,733406,0.067164,1.150834e+00,1.168374e-01,0.550093,,,,,,
240,765342,0.064898,1.129388e+00,1.116046e-01,0.550093,,,,,,
