round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.303516,6.239408e+00,6.629946e-01,1.000000,,,,,,
10,32000,1.591698,1.777546e+01,1.474684e+00,1.000000,,,,,,
20,63754,1.383326,1.731739e+01,5.309481e+00,1.000000,,,,,,
30,95712,1.195233,1.550423e+01,6.176427e+00,1.000000,,,,,,
40,127466,0.739756,1.325733e+01,4.736484e+00,1.000000,,,,,,
50,159424,0.709016,1.120694e+01,3.654141e+00,1.000000,,,,,,
60,191178,0.470764,9.624151e+00,2.651563e+00,1.000000,,,,,,
70,223117,0.394715,7.866359e+00,1.252818e+00,1.000000,,,,,,
80,254890,0.349415,7.165869e+00,1.513271e+00,1.000000,,,,,,
90,286829,0.447502,8.564604e+00,2.969025e+00,1.000000,,,,,,
100,318602,0.302016,6.637940e+00,1.188346e+00,1.000000,,,,,,
110,350541,0.413371,8.824073e+00,3.371573e+00,1.000000,,,,,,
120,382295,0.269445,5.939056e+00,9.598376e-01,1.000000,,,,,,
130,414170,0.240012,5.604907e+00,5.957461e-01,1.000000,,,,,,
140,446007,0.271103,6.056293e+00,1.513826e+00,1.000000,,,,,,
150,477816,0.218568,5.396867e+00,9.399009e-01,1.000000,,,,,,
160,509719,0.221509,5.797721e+00,1.558437e+00,1.000000,,,,,,
170,541451,0.348451,6.081872e+00,2.055875e+00,1.000000,,,,,,
180,573431,0.186069,4.599719e+00,5.666177e-01,1.000000,,,,,,
190,605205,0.175335,4.624057e+00,7.024301e-01,1.000000,,,,,,
200,637143,0.303701,7.421521e+00,3.418596e+00,1.000000,,,,,,
210,668917,0.167049,4.128861e+00,3.383697e-01,1.000000,,,,,,
220,700855,0.158405,4.164627e+00,4.384184e-01,1.000000,,,,,,
230,732629,0.167229,4.326632e+00,9.098987e-01,1.000000,,,,,,
240,764465,0.147703,4.225185e+00,7.108656e-01,1.000000,,,,,,
