round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.309732,7.631029e+00,8.913017e-01,1.000000,,,,,,
10,32000,1.705610,1.955684e+01,3.360321e+00,1.000000,,,,,,
20,63754,1.359360,1.728902e+01,6.161893e+00,1.000000,,,,,,
30,95712,0.961433,1.432362e+01,4.648222e+00,1.000000,,,,,,
40,127466,0.848506,1.388355e+01,5.426270e+00,1.000000,,,,,,
50,159424,0.595603,1.046639e+01,3.388485e+00,1.000000,,,,,,
60,191178,0.616311,1.010486e+01,3.681766e+00,1.000000,,,,,,
70,223117,0.374028,8.073600e+00,2.194103e+00,1.000000,,,,,,
80,254890,0.418329,8.549003e+00,2.791146e+00,1.000000,,,,,,
90,286829,0.368499,7.583946e+00,2.338747e+00,1.000000,,,,,,
100,318602,0.284657,6.268853e+00,1.094957e+00,1.000000,,,,,,
110,350541,0.250626,6.276460e+00,1.423957e+00,1.000000,,,,,,
120,382295,0.255751,6.559801e+00,1.656526e+00,1.000000,,,,,,
130,414170,0.240541,5.760287e+00,1.398638e+00,1.000000,,,,,,
140,446007,0.216617,5.189257e+00,5.427126e-01,1.000000,,,,,,
150,477816,0.209332,5.231858e+00,9.443694e-01,1.000000,,,,,,
160,509719,0.205915,5.209044e+00,9.836324e-01,1.000000,,,,,,
170,541451,0.197171,5.215773e+00,1.045521e+00,1.000000,,,,,,
180,573431,0.192930,4.930433e+00,7.294477e-01,1.000000,,,,,,
190,605205,0.212440,5.334080e+00,1.669524e+00,1.000000,,,,,,
200,637143,0.166254,4.211609e+00,5.259820e-01,1.000000,,,,,,
210,668917,0.159121,4.313888e+00,6.069025e-01,1.000000,,,,,,
220,700855,0.155392,4.284034e+00,7.358965e-01,1.000000,,,,,,
230,732629,0.148517,4.763249e+00,1.258897e+00,1.000000,,,,,,
240,764465,0.145635,4.088428e+00,5.421473e-01,1.000000,,,,,,
