round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.300195,1.639645e+00,6.769222e-01,0.100051,,,,,,
10,32000,0.617695,2.265364e+00,1.460847e+00,0.100051,,,,,,
20,63648,0.327820,1.581982e+00,1.017544e+00,0.100051,,,,,,
30,95648,0.232623,1.170061e+00,7.246472e-01,0.100051,,,,,,
40,127296,0.183142,9.290935e-01,2.256756e-01,0.100051,,,,,,
50,159296,0.154044,8.325356e-01,3.601051e-01,0.100051,,,,,,
60,190944,0.132013,7.136739e-01,2.143161e-01,0.100051,,,,,,
70,222944,0.116734,6.475040e-01,2.059025e-01,0.100051,,,,,,
80,254592,0.104225,6.034777e-01,2.826344e-01,0.100051,,,,,,
90,286592,0.095691,5.577394e-01,1.672564e-01,0.100051,,,,,,
100,318240,0.087523,5.484261e-01,3.429356e-01,0.100051,,,,,,
110,350240,0.080691,4.983804e-01,1.843847e-01,0.100051,,,,,,
120,381888,0.076378,4.747275e-01,1.411046e-01,0.100051,,,,,,
130,413838,0.072627,4.647013e-01,1.806018e-01,0.100051,,,,,,
140,445536,0.068826,4.356414e-01,1.445963e-01,0.100051,,,,,,
150,477486,0.065196,4.178142e-01,1.263841e-01,0.100051,,,,,,
160,509184,0.061408,4.064817e-01,9.661627e-02,0.100051,,,,,,
170,540882,0.058897,3.996151e-01,1.157079e-01,0.100051,,,,,,
180,572832,0.056006,3.991671e-01,2.100542e-01,0.100051,,,,,,
190,604481,0.053546,3.845471e-01,1.506997e-01,0.100051,,,,,,
200,636480,0.052162,3.669344e-01,1.477434e-01,0.100051,,,,,,
210,668129,0.051438,3.545055e-01,1.338353e-01,0.100051,,,,,,
220,700128,0.048558,3.472968e-01,8.632951e-02,0.100051,,,,,,
230,731777,0.047463,3.377167e-01,7.874727e-02,0.100051,,,,,,
240,763726,0.045493,3.313457e-01,5.820120e-02,0.100051,,,,,,
