round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.303516,4.164708e+00,6.629946e-01,0.450044,,,,,,
10,32000,1.021013,6.878778e+00,1.718328e+00,0.450044,,,,,,
20,63681,0.481781,4.546188e+00,8.771302e-01,0.450044,,,,,,
30,95648,0.305752,3.298075e+00,5.599167e-01,0.450044,,,,,,
40,127329,0.237353,2.619134e+00,2.812681e-01,0.450044,,,,,,
50,159296,0.198650,2.286312e+00,2.204345e-01,0.450044,,,,,,
60,190977,0.170813,2.048557e+00,2.856691e-01,0.450044,,,,,,
70,222944,0.150831,1.865614e+00,2.384498e-01,0.450044,,,,,,
80,254625,0.136953,1.685544e+00,1.590354e-01,0.450044,,,,,,
90,286573,0.124509,1.607951e+00,1.664223e-01,0.450044,,,,,,
100,318273,0.116460,1.536071e+00,1.636250e-01,0.450044,,,,,,
110,350221,0.106371,1.509692e+00,2.549462e-01,0.450044,,,,,,
120,381921,0.101072,1.390897e+00,1.756514e-01,0.450044,,,,,,
130,413869,0.094314,1.353803e+00,2.012384e-01,0.450044,,,,,,
140,445569,0.090004,1.332312e+00,2.437320e-01,0.450044,,,,,,
150,477398,0.086293,1.258668e+00,1.593945e-01,0.450044,,,,,,
160,509198,0.082333,1.205326e+00,1.585712e-01,0.450044,,,,,,
170,540952,0.077797,1.181358e+00,1.392131e-01,0.450044,,,,,,
180,572846,0.075204,1.135298e+00,1.602048e-01,0.450044,,,,,,
190,604600,0.071582,1.122800e+00,1.795618e-01,0.450044,,,,,,
200,636494,0.069521,1.096262e+00,1.752075e-01,0.450044,,,,,,
210,668248,0.067377,1.081903e+00,1.842139e-01,0.450044,,,,,,
220,700142,0.065802,1.033272e+00,1.097017e-01,0.450044,,,,,,
230,731877,0.062244,1.019218e+00,1.131666e-01,0.450044,,,,,,
240,763790,0.060301,1.003611e+00,1.675273e-01,0.450044,,,,,,
