round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.309732,3.190016e+00,8.913014e-01,0.200087,,,,,,
10,32000,0.640888,3.508183e+00,1.379485e+00,0.200087,,,,,,
20,63712,0.337743,2.182624e+00,5.339742e-01,0.200087,,,,,,
30,95712,0.233174,1.637118e+00,5.879942e-01,0.200087,,,,,,
40,127424,0.186235,1.370563e+00,3.477979e-01,0.200087,,,,,,
50,159424,0.156193,1.183809e+00,2.493770e-01,0.200087,,,,,,
60,191136,0.136606,1.083807e+00,2.380978e-01,0.200087,,,,,,
70,223136,0.121756,9.922595e-01,2.608209e-01,0.200087,,,,,,
80,254848,0.110633,9.203194e-01,2.605939e-01,0.200087,,,,,,
90,286846,0.100183,8.717041e-01,2.704747e-01,0.200087,,,,,,
100,318560,0.093889,8.169646e-01,1.877910e-01,0.200087,,,,,,
110,350558,0.086192,7.947382e-01,2.146494e-01,0.200087,,,,,,
120,382272,0.081933,7.446556e-01,2.559271e-01,0.200087,,,,,,
130,414270,0.076043,7.019483e-01,1.144228e-01,0.200087,,,,,,
140,445984,0.072069,6.806414e-01,1.362987e-01,0.200087,,,,,,
150,477950,0.069046,6.633022e-01,1.440619e-01,0.200087,,,,,,
160,509696,0.065716,6.526209e-01,1.641620e-01,0.200087,,,,,,
170,541491,0.062557,6.154744e-01,1.369410e-01,0.200087,,,,,,
180,573406,0.060636,6.217346e-01,2.483868e-01,0.200087,,,,,,
190,605178,0.057826,5.854260e-01,1.052220e-01,0.200087,,,,,,
200,637118,0.055271,5.744931e-01,1.384910e-01,0.200087,,,,,,
210,668890,0.053805,5.634485e-01,1.404064e-01,0.200087,,,,,,
220,700830,0.051651,5.532433e-01,1.530282e-01,0.200087,,,,,,
230,732602,0.050934,5.408665e-01,1.293370e-01,0.200087,,,,,,
240,764542,0.048218,5.198871e-01,8.875760e-02,0.200087,,,,,,
