round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.303516,4.960641e-02,6.629946e-01,0.000000,,,,,,
10,32000,0.583965,1.289171e-01,2.403132e+00,0.000000,,,,,,
20,63840,0.313364,1.431909e-01,5.791194e-01,0.000000,,,,,,
30,95840,0.210862,1.412614e-01,4.395024e-01,0.000000,,,,,,
40,127680,0.173922,1.328122e-01,3.920413e-01,0.000000,,,,,,
50,159680,0.141215,1.348559e-01,2.465174e-01,0.000000,,,,,,
60,191520,0.126716,1.265883e-01,2.930670e-01,0.000000,,,,,,
70,223520,0.111806,1.295653e-01,5.914842e-01,0.000000,,,,,,
80,255360,0.102008,1.220443e-01,1.889995e-01,0.000000,,,,,,
90,287360,0.091533,1.197001e-01,1.570539e-01,0.000000,,,,,,
100,319200,0.085283,1.166102e-01,1.503982e-01,0.000000,,,,,,
110,351200,0.082087,1.149817e-01,1.675076e-01,0.000000,,,,,,
120,383040,0.073588,1.123265e-01,9.207150e-02,0.000000,,,,,,
130,415040,0.070650,1.119172e-01,1.710616e-01,0.000000,,,,,,
140,446880,0.066068,1.084006e-01,1.780417e-01,0.000000,,,,,,
150,478880,0.064893,1.081512e-01,1.135203e-01,0.000000,,,,,,
160,510720,0.062663,1.072140e-01,2.167657e-01,0.000000,,,,,,
170,542560,0.057816,1.066729e-01,1.537142e-01,0.000000,,,,,,
180,574560,0.055476,1.040919e-01,1.806357e-01,0.000000,,,,,,
190,606400,0.054791,1.051935e-01,1.007730e-01,0.000000,,,,,,
200,638400,0.050689,1.076885e-01,2.391455e-01,0.000000,,,,,,
210,670240,0.049388,1.043742e-01,1.976925e-01,0.000000,,,,,,
220,702240,0.047585,1.015173e-01,1.075638e-01,0.000000,,,,,,
230,734080,0.046242,1.009865e-01,1.607362e-01,0.000000,,,,,,
240,766080,0.044756,9.967520e-02,1.020813e-01,0.000000,,,,,,
