round,local_updates,examples_processed,train_loss,train_accuracy,drift,grad_norm,selected_clients,aggregation_weights,client_losses,client_accuracies,seed,hard_k
30,180,11520,0.3873683073679606,0.8827666666666667,0.099175825715065,1.974163293838501,"[0, 1]","[0.5, 0.5]","[0.38841006088256835, 0.38632655385335285]","[0.8836666666666667, 0.8818666666666667]",1,1
0,0,0,2.311401094563802,0.0692,0.06663820147514343,0.8286372423171997,[],[],"[2.311753377278646, 2.3110488118489583]","[0.07193333333333334, 0.06646666666666666]",1,5
1,10,640,2.1844583404541016,0.26466666666666666,,,"[0, 1]","[0.5, 0.5]","[2.1839958984375, 2.1849207824707033]","[0.2792, 0.2501333333333333]",1,5
2,20,1280,2.014730008951823,0.3888333333333333,,,"[0, 1]","[0.5, 0.5]","[2.0140465861002603, 2.0154134318033856]","[0.4009333333333333, 0.3767333333333333]",1,5
3,30,1920,1.7313170725504556,0.42756666666666665,,,"[0, 1]","[0.5, 0.5]","[1.7292390279134116, 1.7333951171875]","[0.43193333333333334, 0.4232]",1,5
4,40,2560,1.6809381291707357,0.5183333333333333,,,"[0, 1]","[0.5, 0.5]","[1.6829051371256512, 1.6789711212158203]","[0.5184, 0.5182666666666667]",1,5
5,50,3200,1.406447748819987,0.5757333333333333,,,"[0, 1]","[0.5, 0.5]","[1.407776284790039, 1.4051192128499348]","[0.5748666666666666, 0.5766]",1,5
6,60,3840,0.9719789774576822,0.7081,,,"[0, 1]","[0.5, 0.5]","[0.977835166422526, 0.9661227884928385]","[0.7068666666666666, 0.7093333333333334]",1,5
7,70,4480,0.886389902750651,0.7467666666666667,,,"[0, 1]","[0.5, 0.5]","[0.884016025797526, 0.8887637797037761]","[0.7498666666666667, 0.7436666666666667]",1,5
8,80,5120,1.2418517272949219,0.6116,,,"[0, 1]","[0.5, 0.5]","[1.2381678649902343, 1.2455355895996094]","[0.6136666666666667, 0.6095333333333334]",1,5
9,90,5760,0.7925874402364095,0.7267333333333333,,,"[0, 1]","[0.5, 0.5]","[0.7943599792480469, 0.7908149012247722]","[0.7260666666666666, 0.7274]",1,5
10,100,6400,0.608826331837972,0.8281666666666667,,,"[0, 1]","[0.5, 0.5]","[0.6124300587972005, 0.6052226048787435]","[0.8264666666666667, 0.8298666666666666]",1,5
11,110,7040,0.569787828318278,0.8115333333333333,,,"[0, 1]","[0.5, 0.5]","[0.572272428894043, 0.5673032277425131]","[0.8124666666666667, 0.8106]",1,5
12,120,7680,0.4832666590372721,0.8593333333333333,,,"[0, 1]","[0.5, 0.5]","[0.4858477569580078, 0.48068556111653643]","[0.8596, 0.8590666666666666]",1,5
13,130,8320,0.5836115938822428,0.8008333333333333,,,"[0, 1]","[0.5, 0.5]","[0.5860946329752604, 0.5811285547892253]","[0.8018666666666666, 0.7998]",1,5
14,140,8960,0.5200049980163575,0.8304666666666667,,,"[0, 1]","[0.5, 0.5]","[0.523422021484375, 0.5165879745483398]","[0.8288, 0.8321333333333333]",1,5
15,150,9600,0.4269334813435872,0.8662666666666666,,,"[0, 1]","[0.5, 0.5]","[0.43166838836669924, 0.42219857432047525]","[0.8664, 0.8661333333333333]",1,5
16,160,10240,0.45766955134073894,0.8566333333333334,,,"[0, 1]","[0.5, 0.5]","[0.46071144256591795, 0.4546276601155599]","[0.8562, 0.8570666666666666]",1,5
17,170,10880,0.375595362218221,0.8884666666666667,,,"[0, 1]","[0.5, 0.5]","[0.3757324877421061, 0.3754582366943359]","[0.888, 0.8889333333333334]",1,5
18,180,11520,0.3530511725107829,0.8924333333333334,,,"[0, 1]","[0.5, 0.5]","[0.3522187614440918, 0.35388358357747396]","[0.8922, 0.8926666666666667]",1,5
19,190,12160,0.33414766222635905,0.9016666666666666,,,"[0, 1]","[0.5, 0.5]","[0.332094772084554, 0.33620055236816404]","[0.9027333333333334, 0.9006]",1,5
20,200,12800,0.3106782099405925,0.9095666666666666,,,"[0, 1]","[0.5, 0.5]","[0.31314174601236977, 0.3082146738688151]","[0.9085333333333333, 0.9106]",1,5
21,210,13440,0.31554266700744626,0.9011666666666667,,,"[0, 1]","[0.5, 0.5]","[0.3183214464823405, 0.3127638875325521]","[0.8998666666666667, 0.9024666666666666]",1,5
22,220,14080,0.3182748287200928,0.9045333333333334,,,"[0, 1]","[0.5, 0.5]","[0.3209075917561849, 0.31564206568400066]","[0.9052666666666667, 0.9038]",1,5
23,230,14720,0.3032223698933919,0.9097,,,"[0, 1]","[0.5, 0.5]","[0.30592110087076824, 0.30052363891601563]","[0.9083333333333333, 0.9110666666666667]",1,5
24,240,15360,0.3015453572591146,0.9099666666666667,,,"[0, 1]","[0.5, 0.5]","[0.302301362101237, 0.3007893524169922]","[0.9098, 0.9101333333333333]",1,5
25,250,16000,0.26605734481811527,0.9186000000000001,,,"[0, 1]","[0.5, 0.5]","[0.2677505121866862, 0.26436417744954427]","[0.9179333333333334, 0.9192666666666667]",1,5
26,260,16640,0.26410387179056805,0.9193,,,"[0, 1]","[0.5, 0.5]","[0.2648153231302897, 0.2633924204508464]","[0.9203333333333333, 0.9182666666666667]",1,5
27,270,17280,0.2513842993418376,0.9237333333333333,,,"[0, 1]","[0.5, 0.5]","[0.2539533208211263, 0.24881527786254884]","[0.9228666666666666, 0.9246]",1,5
28,280,17920,0.2660470722198486,0.9187666666666667,,,"[0, 1]","[0.5, 0.5]","[0.2665177691141764, 0.2655763753255208]","[0.9179333333333334, 0.9196]",1,5
29,290,18560,0.23388998362223307,0.9293666666666667,,,"[0, 1]","[0.5, 0.5]","[0.23435105438232423, 0.23342891286214193]","[0.9293333333333333, 0.9294]",1,5
30,300,19200,0.2688322377522786,0.9178666666666666,0.10061414539813995,1.5168431997299194,"[0, 1]","[0.5, 0.5]","[0.27370498428344725, 0.26395949122111]","[0.9166666666666666, 0.9190666666666667]",1,5
0,0,0,2.311401094563802,0.0692,0.06663820147514343,0.8286372423171997,[],[],"[2.311753377278646, 2.3110488118489583]","[0.07193333333333334, 0.06646666666666666]",1,10
1,15,960,2.1093252075195315,0.37060000000000004,,,"[0, 1]","[0.5, 0.5]","[2.108804541015625, 2.1098458740234376]","[0.38153333333333334, 0.3596666666666667]",1,10
2,30,1920,1.8147127899169921,0.5617333333333334,,,"[0, 1]","[0.5, 0.5]","[1.8157841674804687, 1.8136414123535156]","[0.5601333333333334, 0.5633333333333334]",1,10
3,45,2880,1.2887513254801433,0.6055333333333334,,,"[0, 1]","[0.5, 0.5]","[1.2914281473795572, 1.286074503580729]","[0.6034, 0.6076666666666667]",1,10
4,60,3840,0.9859448013305664,0.6869666666666667,,,"[0, 1]","[0.5, 0.5]","[0.9886147644042969, 0.9832748382568359]","[0.6852, 0.6887333333333333]",1,10
5,75,4800,0.8613254018147787,0.7381,,,"[0, 1]","[0.5, 0.5]","[0.8650979309082031, 0.8575528727213542]","[0.7360666666666666, 0.7401333333333333]",1,10
6,90,5760,0.7371482454935709,0.7431333333333333,,,"[0, 1]","[0.5, 0.5]","[0.7421402353922526, 0.7321562555948893]","[0.7399333333333333, 0.7463333333333333]",1,10
7,105,6720,0.5771561874389648,0.8265666666666667,,,"[0, 1]","[0.5, 0.5]","[0.5793644256591797, 0.57494794921875]","[0.828, 0.8251333333333334]",1,10
8,120,7680,0.6626002924601238,0.7966,,,"[0, 1]","[0.5, 0.5]","[0.6658086079915364, 0.659391976928711]","[0.7972666666666667, 0.7959333333333334]",1,10
9,135,8640,0.6496530258178711,0.7653333333333333,,,"[0, 1]","[0.5, 0.5]","[0.6512440012613933, 0.6480620503743489]","[0.7644, 0.7662666666666667]",1,10
10,150,9600,0.4770821601867676,0.8468333333333333,,,"[0, 1]","[0.5, 0.5]","[0.4818507878621419, 0.47231353251139324]","[0.8450666666666666, 0.8486]",1,10
11,165,10560,0.36436167907714845,0.8945666666666667,,,"[0, 1]","[0.5, 0.5]","[0.3665980852762858, 0.36212527287801105]","[0.8938, 0.8953333333333333]",1,10
12,180,11520,0.3921760954538981,0.8755333333333333,,,"[0, 1]","[0.5, 0.5]","[0.3911139991760254, 0.3932381917317708]","[0.8776, 0.8734666666666666]",1,10
13,195,12480,0.34198158594767253,0.8950666666666667,,,"[0, 1]","[0.5, 0.5]","[0.34329871673583984, 0.3406644551595052]","[0.8958, 0.8943333333333333]",1,10
14,210,13440,0.3274960277557373,0.8991333333333333,,,"[0, 1]","[0.5, 0.5]","[0.32832552897135414, 0.32666652654012046]","[0.8987333333333334, 0.8995333333333333]",1,10
15,225,14400,0.3129909385681152,0.9047333333333334,,,"[0, 1]","[0.5, 0.5]","[0.31764283701578777, 0.3083390401204427]","[0.9038, 0.9056666666666666]",1,10
16,240,15360,0.2803805128733317,0.9185,,,"[0, 1]","[0.5, 0.5]","[0.2805245585123698, 0.28023646723429363]","[0.9204, 0.9166]",1,10
17,255,16320,0.2740981887817383,0.9215666666666666,,,"[0, 1]","[0.5, 0.5]","[0.27599365819295246, 0.2722027193705241]","[0.9216, 0.9215333333333333]",1,10
18,270,17280,0.2621453974405924,0.9206666666666667,,,"[0, 1]","[0.5, 0.5]","[0.2625070576985677, 0.26178373718261716]","[0.9219333333333334, 0.9194]",1,10
19,285,18240,0.2719141314188639,0.9149333333333334,,,"[0, 1]","[0.5, 0.5]","[0.2716678085327148, 0.272160454305013]","[0.9145333333333333, 0.9153333333333333]",1,10
20,300,19200,0.24173684908548992,0.9269000000000001,,,"[0, 1]","[0.5, 0.5]","[0.24430503362019856, 0.23916866455078126]","[0.9258, 0.928]",1,10
21,315,20160,0.22837918071746827,0.9313333333333333,,,"[0, 1]","[0.5, 0.5]","[0.2305837698618571, 0.22617459157307943]","[0.9307333333333333, 0.9319333333333333]",1,10
22,330,21120,0.2258058069229126,0.9312333333333334,,,"[0, 1]","[0.5, 0.5]","[0.22757952766418457, 0.22403208618164064]","[0.9304666666666667, 0.932]",1,10
23,345,22080,0.2073347187678019,0.9387666666666666,,,"[0, 1]","[0.5, 0.5]","[0.20976115455627442, 0.20490828297932942]","[0.9379333333333333, 0.9396]",1,10
24,360,23000,0.23541803741455078,0.9277666666666666,,,"[0, 1]","[0.5, 0.5]","[0.23971187133789063, 0.23112420349121093]","[0.9258, 0.9297333333333333]",1,10
25,375,23960,0.194882231203715,0.9420666666666666,,,"[0, 1]","[0.5, 0.5]","[0.19814560508728027, 0.19161885732014974]","[0.9416, 0.9425333333333333]",1,10
26,390,24920,0.2050763406117757,0.9378666666666666,,,"[0, 1]","[0.5, 0.5]","[0.2069536954243978, 0.20319898579915366]","[0.9378666666666666, 0.9378666666666666]",1,10
27,405,25880,0.18516375656127929,0.9472333333333334,,,"[0, 1]","[0.5, 0.5]","[0.18804083964029947, 0.1822866734822591]","[0.9476, 0.9468666666666666]",1,10
28,420,26840,0.19870027205149332,0.9381333333333333,,,"[0, 1]","[0.5, 0.5]","[0.20074402656555176, 0.1966565175374349]","[0.9368, 0.9394666666666667]",1,10
29,435,27800,0.17271309521993,0.949,,,"[0, 1]","[0.5, 0.5]","[0.174804039255778, 0.17062215118408203]","[0.949, 0.949]",1,10
30,450,28760,0.18927594814300536,0.9429000000000001,0.09599218517541885,1.0104166269302368,"[0, 1]","[0.5, 0.5]","[0.19446860211690267, 0.18408329416910807]","[0.9415333333333333, 0.9442666666666667]",1,10
0,0,0,2.311401094563802,0.0692,0.06663820147514343,0.8286372423171997,[],[],"[2.311753377278646, 2.3110488118489583]","[0.07193333333333334, 0.06646666666666666]",1,20
1,25,1600,1.9994553771972656,0.4669,,,"[0, 1]","[0.5, 0.5]","[1.9987828247070312, 2.0001279296875]","[0.4723333333333333, 0.4614666666666667]",1,20
2,50,3200,1.1348115885416665,0.7296333333333334,,,"[0, 1]","[0.5, 0.5]","[1.134626410929362, 1.1349967661539713]","[0.7304666666666667, 0.7288]",1,20
3,75,4800,0.9005223587036133,0.7288666666666667,,,"[0, 1]","[0.5, 0.5]","[0.9040678873697917, 0.8969768300374349]","[0.7298666666666667, 0.7278666666666667]",1,20
4,100,6400,0.7751007181803385,0.7293333333333334,,,"[0, 1]","[0.5, 0.5]","[0.780736142985026, 0.7694652933756511]","[0.7262666666666666, 0.7324]",1,20
5,125,8000,0.5155632853190104,0.8385,,,"[0, 1]","[0.5, 0.5]","[0.5159108108520508, 0.51521575978597]","[0.8408666666666667, 0.8361333333333333]",1,20
6,150,9600,0.4186909058888753,0.8729,,,"[0, 1]","[0.5, 0.5]","[0.42116164779663084, 0.4162201639811198]","[0.8715333333333334, 0.8742666666666666]",1,20
7,175,11200,0.36303433049519857,0.8937999999999999,,,"[0, 1]","[0.5, 0.5]","[0.3628472468058268, 0.3632214141845703]","[0.895, 0.8926]",1,20
8,200,12800,0.3220321678161621,0.9060666666666667,,,"[0, 1]","[0.5, 0.5]","[0.32337156016031904, 0.3206927754720052]","[0.9063333333333333, 0.9058]",1,20
9,225,14400,0.30689437662760416,0.9047666666666667,,,"[0, 1]","[0.5, 0.5]","[0.31149324315389, 0.30229551010131833]","[0.9036666666666666, 0.9058666666666667]",1,20
10,250,16000,0.27262285486857096,0.9185333333333333,,,"[0, 1]","[0.5, 0.5]","[0.2759873224894206, 0.26925838724772133]","[0.9164666666666667, 0.9206]",1,20
11,275,17600,0.27077917455037437,0.9174666666666667,,,"[0, 1]","[0.5, 0.5]","[0.27111824951171876, 0.2704400995890299]","[0.9177333333333333, 0.9172]",1,20
12,300,19160,0.22973330605824788,0.9318333333333333,,,"[0, 1]","[0.5, 0.5]","[0.23215201784769693, 0.22731459426879883]","[0.9316666666666666, 0.932]",1,20
13,325,20760,0.23519472707112632,0.9293333333333333,,,"[0, 1]","[0.5, 0.5]","[0.236584952545166, 0.2338045015970866]","[0.9302666666666667, 0.9284]",1,20
14,350,22360,0.24575592981974284,0.9179666666666667,,,"[0, 1]","[0.5, 0.5]","[0.2455842788696289, 0.24592758076985677]","[0.917, 0.9189333333333334]",1,20
15,375,23960,0.19673757934570313,0.9389333333333334,,,"[0, 1]","[0.5, 0.5]","[0.20150012588500976, 0.1919750328063965]","[0.9374, 0.9404666666666667]",1,20
16,400,25560,0.1874555332183838,0.9436333333333333,,,"[0, 1]","[0.5, 0.5]","[0.19162747751871745, 0.18328358891805013]","[0.942, 0.9452666666666667]",1,20
17,425,27160,0.17540412050882975,0.9468333333333334,,,"[0, 1]","[0.5, 0.5]","[0.1789096321105957, 0.1718986089070638]","[0.9454666666666667, 0.9482]",1,20
18,450,28760,0.17277620658874512,0.9489333333333333,,,"[0, 1]","[0.5, 0.5]","[0.17613771464029948, 0.16941469853719077]","[0.9488, 0.9490666666666666]",1,20
19,475,30360,0.18427056210835774,0.9420999999999999,,,"[0, 1]","[0.5, 0.5]","[0.18629435958862306, 0.18224676462809244]","[0.942, 0.9422]",1,20
20,500,31960,0.1499315995534261,0.9548333333333333,,,"[0, 1]","[0.5, 0.5]","[0.15486541849772134, 0.14499778060913085]","[0.9536666666666667, 0.956]",1,20
21,525,33560,0.14853283007939655,0.9551666666666667,,,"[0, 1]","[0.5, 0.5]","[0.15324008617401122, 0.1438255739847819]","[0.9541333333333334, 0.9562]",1,20
22,550,35160,0.14346370112101237,0.9550666666666667,,,"[0, 1]","[0.5, 0.5]","[0.14853743273417155, 0.13838996950785318]","[0.9532666666666667, 0.9568666666666666]",1,20
23,575,36760,0.13680730673472086,0.9589666666666666,,,"[0, 1]","[0.5, 0.5]","[0.14194069684346516, 0.13167391662597655]","[0.9570666666666666, 0.9608666666666666]",1,20
24,600,38320,0.1478323085149129,0.9560666666666666,,,"[0, 1]","[0.5, 0.5]","[0.15291742719014487, 0.142747189839681]","[0.9541333333333334, 0.958]",1,20
25,625,39920,0.13200917037328086,0.9610666666666667,,,"[0, 1]","[0.5, 0.5]","[0.13711196333567302, 0.12690637741088867]","[0.9588, 0.9633333333333334]",1,20
26,650,41520,0.12860659650166828,0.9611666666666667,,,"[0, 1]","[0.5, 0.5]","[0.13400656026204427, 0.12320663274129232]","[0.9596666666666667, 0.9626666666666667]",1,20
27,675,43120,0.13153117141723633,0.9598666666666666,,,"[0, 1]","[0.5, 0.5]","[0.13551164067586263, 0.12755070215861003]","[0.9590666666666666, 0.9606666666666667]",1,20
28,700,44720,0.1301192840576172,0.961,,,"[0, 1]","[0.5, 0.5]","[0.13468729044596353, 0.12555127766927082]","[0.9601333333333333, 0.9618666666666666]",1,20
29,725,46320,0.12404506931304932,0.9629666666666666,,,"[0, 1]","[0.5, 0.5]","[0.12796342493693033, 0.12012671368916829]","[0.9621333333333333, 0.9638]",1,20
30,750,47920,0.13034044539133707,0.9603333333333333,0.0877424031496048,0.8108964562416077,"[0, 1]","[0.5, 0.5]","[0.1358580165863037, 0.12482287419637045]","[0.9586666666666667, 0.962]",1,20
0,0,0,2.3113351542154947,0.09873333333333334,0.061891019344329834,0.5863761305809021,[],[],"[2.3116019368489584, 2.311068371582031]","[0.0996, 0.09786666666666667]",2,1
1,6,384,2.270440692138672,0.24723333333333333,,,"[0, 1]","[0.5, 0.5]","[2.270596053059896, 2.270285331217448]","[0.24386666666666668, 0.2506]",2,1
2,12,768,2.2253447794596353,0.2967666666666666,,,"[0, 1]","[0.5, 0.5]","[2.224730879720052, 2.225958679199219]","[0.30266666666666664, 0.29086666666666666]",2,1
3,18,1152,2.175296553548177,0.3101333333333333,,,"[0, 1]","[0.5, 0.5]","[2.174268497721354, 2.176324609375]","[0.3192, 0.30106666666666665]",2,1
4,24,1536,2.089122268676758,0.4974333333333333,,,"[0, 1]","[0.5, 0.5]","[2.087704970296224, 2.0905395670572915]","[0.5024666666666666, 0.4924]",2,1
5,30,1920,1.9845997548421224,0.4784,,,"[0, 1]","[0.5, 0.5]","[1.982428116861979, 1.9867713928222657]","[0.4866, 0.4702]",2,1
6,36,2304,1.8408658884684246,0.5020666666666667,,,"[0, 1]","[0.5, 0.5]","[1.8387131286621095, 1.8430186482747395]","[0.5094666666666666, 0.49466666666666664]",2,1
7,42,2688,1.6798542434692383,0.44966666666666666,,,"[0, 1]","[0.5, 0.5]","[1.6772787719726563, 1.6824297149658203]","[0.46286666666666665, 0.43646666666666667]",2,1
8,48,3072,1.4575326151529948,0.5585666666666667,,,"[0, 1]","[0.5, 0.5]","[1.4566236389160157, 1.458441591389974]","[0.5612, 0.5559333333333333]",2,1
9,54,3456,1.328108130900065,0.5912666666666666,,,"[0, 1]","[0.5, 0.5]","[1.3242096272786459, 1.3320066345214843]","[0.5978666666666667, 0.5846666666666667]",2,1
10,60,3840,1.1915032786051434,0.666,,,"[0, 1]","[0.5, 0.5]","[1.1918673614501953, 1.1911391957600912]","[0.6689333333333334, 0.6630666666666667]",2,1
11,66,4224,1.1783731287638346,0.6045,,,"[0, 1]","[0.5, 0.5]","[1.1723464569091797, 1.1843998006184895]","[0.6122666666666666, 0.5967333333333333]",2,1
12,72,4608,1.1168344533284507,0.6045666666666667,,,"[0, 1]","[0.5, 0.5]","[1.1085975087483724, 1.1250713979085287]","[0.6124666666666667, 0.5966666666666667]",2,1
13,78,4992,1.0638363510131836,0.6546666666666667,,,"[0, 1]","[0.5, 0.5]","[1.0591136423746745, 1.0685590596516927]","[0.6613333333333333, 0.648]",2,1
14,84,5376,0.8642370961507162,0.7108333333333333,,,"[0, 1]","[0.5, 0.5]","[0.8603365152994792, 0.8681376770019531]","[0.7118, 0.7098666666666666]",2,1
15,90,5760,0.7647526748657227,0.7644,,,"[0, 1]","[0.5, 0.5]","[0.7647365885416667, 0.7647687611897787]","[0.7655333333333333, 0.7632666666666666]",2,1
16,96,6144,0.7070746485392252,0.7829999999999999,,,"[0, 1]","[0.5, 0.5]","[0.7069501403808593, 0.7071991566975911]","[0.7865333333333333, 0.7794666666666666]",2,1
17,102,6528,1.1235133748372395,0.6521666666666667,,,"[0, 1]","[0.5, 0.5]","[1.1101552388509115, 1.1368715108235676]","[0.6566, 0.6477333333333334]",2,1
18,108,6912,0.7775924545288087,0.7211666666666667,,,"[0, 1]","[0.5, 0.5]","[0.7751786641438803, 0.7800062449137369]","[0.7224666666666667, 0.7198666666666667]",2,1
19,114,7296,0.6098625742594401,0.8017666666666667,,,"[0, 1]","[0.5, 0.5]","[0.6084996724446614, 0.6112254760742187]","[0.8032666666666667, 0.8002666666666667]",2,1
20,120,7680,0.6407208839416504,0.8017333333333334,,,"[0, 1]","[0.5, 0.5]","[0.6376738388061524, 0.6437679290771484]","[0.8033333333333333, 0.8001333333333334]",2,1
21,126,8064,0.6901621943155924,0.7903333333333333,,,"[0, 1]","[0.5, 0.5]","[0.6829804138183594, 0.6973439748128255]","[0.7929333333333334, 0.7877333333333333]",2,1
22,132,8448,0.557628955078125,0.8134666666666667,,,"[0, 1]","[0.5, 0.5]","[0.5555356587727864, 0.5597222513834635]","[0.8148, 0.8121333333333334]",2,1
23,138,8832,0.5548561703999837,0.8101,,,"[0, 1]","[0.5, 0.5]","[0.5517441004435222, 0.5579682403564453]","[0.8098, 0.8104]",2,1
24,144,9216,0.474556610361735,0.8545666666666667,,,"[0, 1]","[0.5, 0.5]","[0.47294336802164716, 0.47616985270182294]","[0.8568666666666667, 0.8522666666666666]",2,1
25,150,9600,0.68668679784139,0.7767,,,"[0, 1]","[0.5, 0.5]","[0.6842959126790364, 0.6890776830037435]","[0.7776, 0.7758]",2,1
26,156,9984,0.6469422225952148,0.7705,,,"[0, 1]","[0.5, 0.5]","[0.6420196278889974, 0.6518648173014323]","[0.7725333333333333, 0.7684666666666666]",2,1
27,162,10368,0.554221356455485,0.8027666666666666,,,"[0, 1]","[0.5, 0.5]","[0.5499571222941081, 0.558485590616862]","[0.8041333333333334, 0.8014]",2,1
28,168,10752,0.41969511896769207,0.8814333333333333,,,"[0, 1]","[0.5, 0.5]","[0.41720572102864584, 0.4221845169067383]","[0.8824, 0.8804666666666666]",2,1
29,174,11136,0.40286166076660157,0.8807,,,"[0, 1]","[0.5, 0.5]","[0.4017856201171875, 0.40393770141601565]","[0.8804, 0.881]",2,1
30,180,11520,0.3713027072906494,0.8933,0.08479481935501099,0.8373051285743713,"[0, 1]","[0.5, 0.5]","[0.36881834411621095, 0.3737870704650879]","[0.893, 0.8936]",2,1
0,0,0,2.3113351542154947,0.09873333333333334,0.061891019344329834,0.5863761305809021,[],[],"[2.3116019368489584, 2.311068371582031]","[0.0996, 0.09786666666666667]",2,5
1,10,640,2.245545302327474,0.28346666666666664,,,"[0, 1]","[0.5, 0.5]","[2.2455790283203125, 2.2455115763346356]","[0.2846666666666667, 0.28226666666666667]",2,5
2,20,1280,2.158647116088867,0.4282,,,"[0, 1]","[0.5, 0.5]","[2.1584007568359374, 2.158893475341797]","[0.42746666666666666, 0.42893333333333333]",2,5
3,30,1920,2.0183931304931644,0.43656666666666666,,,"[0, 1]","[0.5, 0.5]","[2.017869903564453, 2.018916357421875]","[0.4446, 0.4285333333333333]",2,5
4,40,2560,1.7721223317464192,0.6513666666666666,,,"[0, 1]","[0.5, 0.5]","[1.7721641520182292, 1.7720805114746094]","[0.6564, 0.6463333333333333]",2,5
5,50,3200,1.4991665039062498,0.5848,,,"[0, 1]","[0.5, 0.5]","[1.4987273030598958, 1.4996057047526041]","[0.5903333333333334, 0.5792666666666667]",2,5
6,60,3840,1.4098176966349283,0.5996,,,"[0, 1]","[0.5, 0.5]","[1.4015541707356771, 1.4180812225341797]","[0.6058666666666667, 0.5933333333333334]",2,5
7,70,4480,1.117524696858724,0.6476999999999999,,,"[0, 1]","[0.5, 0.5]","[1.1182969706217447, 1.116752423095703]","[0.6496, 0.6458]",2,5
8,80,5120,1.3822245071411132,0.6015666666666667,,,"[0, 1]","[0.5, 0.5]","[1.3761786193847656, 1.3882703948974608]","[0.6027333333333333, 0.6004]",2,5
9,90,5760,0.7888717231750488,0.7762666666666667,,,"[0, 1]","[0.5, 0.5]","[0.7886153055826823, 0.7891281407674153]","[0.7796666666666666, 0.7728666666666667]",2,5
10,100,6400,0.9842292678833008,0.6611666666666667,,,"[0, 1]","[0.5, 0.5]","[0.9852076863606771, 0.9832508494059244]","[0.6618, 0.6605333333333333]",2,5
11,110,7040,0.6637895535786946,0.7964666666666667,,,"[0, 1]","[0.5, 0.5]","[0.6653745249430338, 0.6622045822143555]","[0.7964666666666667, 0.7964666666666667]",2,5
12,120,7680,0.6602291341145834,0.7508333333333332,,,"[0, 1]","[0.5, 0.5]","[0.6590978123982747, 0.661360455830892]","[0.7514666666666666, 0.7502]",2,5
13,130,8320,0.898562306213379,0.6978666666666666,,,"[0, 1]","[0.5, 0.5]","[0.8972188446044922, 0.8999057678222656]","[0.6996, 0.6961333333333334]",2,5
14,140,8960,0.5048220458984375,0.8415333333333332,,,"[0, 1]","[0.5, 0.5]","[0.5038491099039714, 0.5057949818929036]","[0.843, 0.8400666666666666]",2,5
15,150,9600,0.5855200813293457,0.8179000000000001,,,"[0, 1]","[0.5, 0.5]","[0.5865174062093099, 0.5845227564493816]","[0.8177333333333333, 0.8180666666666667]",2,5
16,160,10240,0.455595556640625,0.8665666666666667,,,"[0, 1]","[0.5, 0.5]","[0.45477479248046876, 0.45641632080078126]","[0.8689333333333333, 0.8642]",2,5
17,170,10880,0.4925403925577799,0.8434999999999999,,,"[0, 1]","[0.5, 0.5]","[0.49159138590494794, 0.49348939921061197]","[0.844, 0.843]",2,5
18,180,11520,0.3935423417409261,0.8862666666666668,,,"[0, 1]","[0.5, 0.5]","[0.39212258911132813, 0.3949620943705241]","[0.8867333333333334, 0.8858]",2,5
19,190,12160,0.4207023836771647,0.8692666666666666,,,"[0, 1]","[0.5, 0.5]","[0.418184250386556, 0.42322051696777346]","[0.8696, 0.8689333333333333]",2,5
20,200,12800,0.45352888921101886,0.8530666666666666,,,"[0, 1]","[0.5, 0.5]","[0.45239089762369794, 0.45466688079833983]","[0.8524666666666667, 0.8536666666666667]",2,5
21,210,13440,0.3835837827046712,0.8789,,,"[0, 1]","[0.5, 0.5]","[0.38049703877766927, 0.3866705266316732]","[0.8806, 0.8772]",2,5
22,220,14080,0.34643434995015465,0.8916999999999999,,,"[0, 1]","[0.5, 0.5]","[0.3437417724609375, 0.34912692743937174]","[0.8922666666666667, 0.8911333333333333]",2,5
23,230,14720,0.3407211310068766,0.8995,,,"[0, 1]","[0.5, 0.5]","[0.33902404861450197, 0.3424182133992513]","[0.9008, 0.8982]",2,5
24,240,15360,0.3314312094370524,0.8971333333333333,,,"[0, 1]","[0.5, 0.5]","[0.32830657780965167, 0.33455584106445313]","[0.8980666666666667, 0.8962]",2,5
25,250,16000,0.348194908396403,0.8965000000000001,,,"[0, 1]","[0.5, 0.5]","[0.3453117230733236, 0.3510780937194824]","[0.8983333333333333, 0.8946666666666667]",2,5
26,260,16640,0.3051621138254802,0.9045666666666667,,,"[0, 1]","[0.5, 0.5]","[0.30349487508138023, 0.3068293525695801]","[0.9058, 0.9033333333333333]",2,5
27,270,17280,0.28809826138814293,0.9148666666666667,,,"[0, 1]","[0.5, 0.5]","[0.2862574089050293, 0.28993911387125654]","[0.9151333333333334, 0.9146]",2,5
28,280,17920,0.2809522866566976,0.9143333333333333,,,"[0, 1]","[0.5, 0.5]","[0.27770999145507813, 0.28419458185831703]","[0.9153333333333333, 0.9133333333333333]",2,5
29,290,18560,0.2673232376098633,0.9211666666666667,,,"[0, 1]","[0.5, 0.5]","[0.2638963333129883, 0.2707501419067383]","[0.9226666666666666, 0.9196666666666666]",2,5
30,300,19200,0.28669467760721845,0.9132,0.07121406495571136,1.4853404760360718,"[0, 1]","[0.5, 0.5]","[0.2829229944864909, 0.29046636072794596]","[0.9141333333333334, 0.9122666666666667]",2,5
0,0,0,2.3113351542154947,0.09873333333333334,0.061891019344329834,0.5863761305809021,[],[],"[2.3116019368489584, 2.311068371582031]","[0.0996, 0.09786666666666667]",2,10
