round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.303516,,,0.000000,,,,,,
1,44800,0.421764,,,0.000000,,,,,,
2,89440,0.233939,,,0.000000,,,,,,
3,134080,0.164044,,,0.000000,,,,,,
4,178880,0.131149,,,0.000000,,,,,,
5,223520,0.112799,,,0.000000,,,,,,
6,268160,0.097201,,,0.000000,,,,,,
7,312800,0.087458,,,0.000000,,,,,,
8,357600,0.078601,,,0.000000,,,,,,
9,402240,0.073210,,,0.000000,,,,,,
10,446880,0.068401,,,0.000000,,,,,,
11,491520,0.065072,,,0.000000,,,,,,
12,536320,0.060038,,,0.000000,,,,,,
13,580960,0.056521,,,0.000000,,,,,,
