round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.303516,,,0.900220,,,,,,
1,3200,2.259212,,,0.900220,,,,,,
2,6400,2.205564,,,0.900220,,,,,,
3,9600,2.157714,,,0.900220,,,,,,
4,12800,2.110936,,,0.900220,,,,,,
5,16000,2.055394,,,0.900220,,,,,,
6,19200,2.008426,,,0.900220,,,,,,
7,22400,1.948393,,,0.900220,,,,,,
8,25600,1.889381,,,0.900220,,,,,,
9,28800,1.835714,,,0.900220,,,,,,
10,32000,1.776902,,,0.900220,,,,,,
11,35200,1.726304,,,0.900220,,,,,,
12,38400,1.672689,,,0.900220,,,,,,
13,41600,1.602345,,,0.900220,,,,,,
14,44800,1.558990,,,0.900220,,,,,,
15,48000,1.497544,,,0.900220,,,,,,
16,51200,1.466198,,,0.900220,,,,,,
17,54400,1.428051,,,0.900220,,,,,,
18,57539,1.339020,,,0.900220,,,,,,
19,60554,1.285623,,,0.900220,,,,,,
20,63717,1.252147,,,0.900220,,,,,,
21,66912,1.188205,,,0.900220,,,,,,
22,70112,1.152198,,,0.900220,,,,,,
23,73312,1.113002,,,0.900220,,,,,,
24,76512,1.081091,,,0.900220,,,,,,
25,79712,1.037785,,,0.900220,,,,,,
26,82912,1.004002,,,0.900220,,,,,,
27,86112,0.959416,,,0.900220,,,,,,
28,89312,0.923252,,,0.900220,,,,,,
29,92512,0.898898,,,0.900220,,,,,,
30,95712,0.848552,,,0.900220,,,,,,
31,98912,0.828943,,,0.900220,,,,,,
32,102112,0.804298,,,0.900220,,,,,,
33,105312,0.772643,,,0.900220,,,,,,
34,108512,0.742444,,,0.900220,,,,,,
35,111651,0.722073,,,0.900220,,,,,,
36,114851,0.698819,,,0.900220,,,,,,
37,117979,0.673946,,,0.900220,,,,,,
38,121066,0.655406,,,0.900220,,,,,,
39,124247,0.625156,,,0.900220,,,,,,
40,127429,0.623197,,,0.900220,,,,,,
41,130629,0.602435,,,0.900220,,,,,,
42,133824,0.582907,,,0.900220,,,,,,
43,137024,0.574979,,,0.900220,,,,,,
44,140224,0.560509,,,0.900220,,,,,,
45,143424,0.536120,,,0.900220,,,,,,
46,146624,0.532980,,,0.900220,,,,,,
47,149824,0.521245,,,0.900220,,,,,,
48,153024,0.505714,,,0.900220,,,,,,
49,156224,0.490925,,,0.900220,,,,,,
50,159424,0.478450,,,0.900220,,,,,,
51,162624,0.462564,,,0.900220,,,,,,
52,165763,0.456270,,,0.900220,,,,,,
53,168963,0.446752,,,0.900220,,,,,,
54,172163,0.447279,,,0.900220,,,,,,
55,175363,0.439416,,,0.900220,,,,,,
56,178434,0.431073,,,0.900220,,,,,,
57,181578,0.422790,,,0.900220,,,,,,
58,184759,0.415242,,,0.900220,,,,,,
59,187941,0.402674,,,0.900220,,,,,,
60,191141,0.400094,,,0.900220,,,,,,
61,194341,0.395824,,,0.900220,,,,,,
62,197541,0.380786,,,0.900220,,,,,,
63,200736,0.379094,,,0.900220,,,,,,
64,203936,0.374107,,,0.900220,,,,,,
65,207136,0.366932,,,0.900220,,,,,,
66,210336,0.362896,,,0.900220,,,,,,
67,213536,0.357455,,,0.900220,,,,,,
68,216736,0.345394,,,0.900220,,,,,,
69,219875,0.343093,,,0.900220,,,,,,
70,223075,0.338448,,,0.900220,,,,,,
71,226275,0.333822,,,0.900220,,,,,,
72,229475,0.327280,,,0.900220,,,,,,
73,232675,0.324499,,,0.900220,,,,,,
74,235803,0.318545,,,0.900220,,,,,,
75,238946,0.313042,,,0.900220,,,,,,
76,242090,0.320392,,,0.900220,,,,,,
77,245271,0.310918,,,0.900220,,,,,,
78,248471,0.304632,,,0.900220,,,,,,
79,251653,0.299662,,,0.900220,,,,,,
80,254853,0.292817,,,0.900220,,,,,,
81,258053,0.290587,,,0.900220,,,,,,
82,261253,0.285917,,,0.900220,,,,,,
83,264453,0.287937,,,0.900220,,,,,,
84,267648,0.281565,,,0.900220,,,,,,
85,270848,0.279621,,,0.900220,,,,,,
86,273987,0.273376,,,0.900220,,,,,,
87,277187,0.272911,,,0.900220,,,,,,
88,280387,0.269330,,,0.900220,,,,,,
89,283587,0.264498,,,0.900220,,,,,,
90,286787,0.263235,,,0.900220,,,,,,
91,289987,0.260884,,,0.900220,,,,,,
92,293115,0.258173,,,0.900220,,,,,,
93,296258,0.255393,,,0.900220,,,,,,
94,299402,0.250207,,,0.900220,,,,,,
95,302602,0.251387,,,0.900220,,,,,,
96,305783,0.247969,,,0.900220,,,,,,
97,308983,0.245030,,,0.900220,,,,,,
98,312165,0.239735,,,0.900220,,,,,,
99,315365,0.238714,,,0.900220,,,,,,
100,318565,0.236813,,,0.900220,,,,,,
101,321765,0.234482,,,0.900220,,,,,,
102,324965,0.232570,,,0.900220,,,,,,
103,328165,0.229576,,,0.900220,,,,,,
104,331304,0.229250,,,0.900220,,,,,,
