round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.307077,,,0.000000,,,,,,
9,5760,2.198078,,,0.000000,,,,,,
18,11520,1.933967,,,0.000000,,,,,,
27,17280,1.213307,,,0.000000,,,,,,
36,23040,1.224212,,,0.000000,,,,,,
45,28800,0.875209,,,0.000000,,,,,,
54,34560,0.654576,,,0.000000,,,,,,
63,40320,0.977446,,,0.000000,,,,,,
72,46080,0.492992,,,0.000000,,,,,,
81,51840,0.477139,,,0.000000,,,,,,
90,57600,0.333253,,,0.000000,,,,,,
99,63200,0.539836,,,0.000000,,,,,,
108,68960,0.281803,,,0.000000,,,,,,
117,74720,0.285852,,,0.000000,,,,,,
126,80480,0.242007,,,0.000000,,,,,,
135,86240,0.245693,,,0.000000,,,,,,
144,92000,0.231662,,,0.000000,,,,,,
153,97760,0.212184,,,0.000000,,,,,,
162,103520,0.216743,,,0.000000,,,,,,
171,109280,0.214475,,,0.000000,,,,,,
180,115040,0.194109,,,0.000000,,,,,,
189,120640,0.181193,,,0.000000,,,,,,
198,126400,0.178507,,,0.000000,,,,,,
207,132160,0.183480,,,0.000000,,,,,,
216,137920,0.167889,,,0.000000,,,,,,
225,143680,0.166723,,,0.000000,,,,,,
234,149440,0.160891,,,0.000000,,,,,,
243,155200,0.152853,,,0.000000,,,,,,
252,160960,0.150672,,,0.000000,,,,,,
261,166720,0.143090,,,0.000000,,,,,,
270,172480,0.145899,,,0.000000,,,,,,
279,178240,0.134727,,,0.000000,,,,,,
288,183840,0.133299,,,0.000000,,,,,,
297,189600,0.139378,,,0.000000,,,,,,
306,195360,0.148682,,,0.000000,,,,,,
315,201120,0.123272,,,0.000000,,,,,,
324,206880,0.122066,,,0.000000,,,,,,
333,212640,0.119689,,,0.000000,,,,,,
342,218400,0.115699,,,0.000000,,,,,,
351,224160,0.113424,,,0.000000,,,,,,
360,229920,0.110198,,,0.000000,,,,,,
369,235680,0.110576,,,0.000000,,,,,,
378,241280,0.111854,,,0.000000,,,,,,
387,247040,0.109158,,,0.000000,,,,,,
396,252800,0.107446,,,0.000000,,,,,,
405,258560,0.102646,,,0.000000,,,,,,
414,264320,0.106415,,,0.000000,,,,,,
423,270080,0.097325,,,0.000000,,,,,,
432,275840,0.096451,,,0.000000,,,,,,
441,281600,0.104786,,,0.000000,,,,,,
450,287360,0.105700,,,0.000000,,,,,,
459,293120,0.095911,,,0.000000,,,,,,
468,298880,0.092626,,,0.000000,,,,,,
477,304480,0.089670,,,0.000000,,,,,,
486,310240,0.098671,,,0.000000,,,,,,
495,316000,0.084706,,,0.000000,,,,,,
504,321760,0.084046,,,0.000000,,,,,,
513,327520,0.083066,,,0.000000,,,,,,
522,333280,0.091186,,,0.000000,,,,,,
531,339040,0.082884,,,0.000000,,,,,,
540,344800,0.081432,,,0.000000,,,,,,
549,350560,0.087174,,,0.000000,,,,,,
558,356320,0.081843,,,0.000000,,,,,,
567,361920,0.080879,,,0.000000,,,,,,
576,367680,0.076391,,,0.000000,,,,,,
585,373440,0.077045,,,0.000000,,,,,,
594,379200,0.075939,,,0.000000,,,,,,
603,384960,0.073078,,,0.000000,,,,,,
612,390720,0.084824,,,0.000000,,,,,,
621,396480,0.072978,,,0.000000,,,,,,
630,402240,0.073938,,,0.000000,,,,,,
639,408000,0.073677,,,0.000000,,,,,,
648,413760,0.069655,,,0.000000,,,,,,
657,419520,0.067649,,,0.000000,,,,,,
666,425120,0.068718,,,0.000000,,,,,,
675,430880,0.067154,,,0.000000,,,,,,
684,436640,0.073605,,,0.000000,,,,,,
693,442400,0.067672,,,0.000000,,,,,,
702,448160,0.067295,,,0.000000,,,,,,
711,453920,0.073392,,,0.000000,,,,,,
720,459680,0.065165,,,0.000000,,,,,,
729,465440,0.065301,,,0.000000,,,,,,
738,471200,0.062968,,,0.000000,,,,,,
747,476960,0.064896,,,0.000000,,,,,,
756,482560,0.061451,,,0.000000,,,,,,
765,488320,0.061123,,,0.000000,,,,,,
774,494080,0.062297,,,0.000000,,,,,,
783,499840,0.059092,,,0.000000,,,,,,
792,505600,0.060998,,,0.000000,,,,,,
801,511360,0.058139,,,0.000000,,,,,,
810,517120,0.060107,,,0.000000,,,,,,
819,522880,0.060341,,,0.000000,,,,,,
828,528640,0.059312,,,0.000000,,,,,,
837,534400,0.068224,,,0.000000,,,,,,
846,540000,0.065165,,,0.000000,,,,,,
855,545760,0.055974,,,0.000000,,,,,,
864,551520,0.055444,,,0.000000,,,,,,
873,557280,0.061268,,,0.000000,,,,,,
882,563040,0.054756,,,0.000000,,,,,,
891,568800,0.055838,,,0.000000,,,,,,
900,574560,0.053420,,,0.000000,,,,,,
909,580320,0.067616,,,0.000000,,,,,,
918,586080,0.054169,,,0.000000,,,,,,
927,591840,0.054898,,,0.000000,,,,,,
936,597600,0.051872,,,0.000000,,,,,,
938,598880,0.056549,,,0.000000,,,,,,
