round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.300195,,,0.000000,,,,,,
1,44800,0.432687,,,0.000000,,,,,,
2,89440,0.232342,,,0.000000,,,,,,
3,134080,0.167779,,,0.000000,,,,,,
4,178880,0.131940,,,0.000000,,,,,,
5,223520,0.113390,,,0.000000,,,,,,
6,268160,0.095939,,,0.000000,,,,,,
7,312800,0.084628,,,0.000000,,,,,,
8,357600,0.076532,,,0.000000,,,,,,
9,402240,0.071222,,,0.000000,,,,,,
10,446880,0.065548,,,0.000000,,,,,,
11,491520,0.060816,,,0.000000,,,,,,
12,536320,0.057401,,,0.000000,,,,,,
13,580960,0.054522,,,0.000000,,,,,,
