round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.309732,,,0.000000,,,,,,
1,25600,0.666589,,,0.000000,,,,,,
2,51200,0.342320,,,0.000000,,,,,,
3,76640,0.249651,,,0.000000,,,,,,
4,102240,0.199110,,,0.000000,,,,,,
5,127680,0.167278,,,0.000000,,,,,,
6,153280,0.145205,,,0.000000,,,,,,
7,178880,0.129177,,,0.000000,,,,,,
8,204320,0.118555,,,0.000000,,,,,,
9,229920,0.109123,,,0.000000,,,,,,
10,255360,0.099890,,,0.000000,,,,,,
11,280960,0.091877,,,0.000000,,,,,,
12,306400,0.087852,,,0.000000,,,,,,
13,332000,0.081937,,,0.000000,,,,,,
14,357600,0.077670,,,0.000000,,,,,,
15,383040,0.073671,,,0.000000,,,,,,
16,408640,0.070208,,,0.000000,,,,,,
17,434080,0.067294,,,0.000000,,,,,,
18,459680,0.065715,,,0.000000,,,,,,
19,485120,0.062462,,,0.000000,,,,,,
20,510720,0.060069,,,0.000000,,,,,,
21,536320,0.058694,,,0.000000,,,,,,
22,561760,0.056726,,,0.000000,,,,,,
23,587360,0.054647,,,0.000000,,,,,,
