round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.304519,,,0.000000,,,,,,
9,5760,2.183599,,,0.000000,,,,,,
18,11520,1.898101,,,0.000000,,,,,,
27,17280,1.354349,,,0.000000,,,,,,
36,23040,1.305817,,,0.000000,,,,,,
45,28800,1.325021,,,0.000000,,,,,,
54,34560,0.669316,,,0.000000,,,,,,
63,40320,0.656777,,,0.000000,,,,,,
72,46080,0.440064,,,0.000000,,,,,,
81,51840,0.453639,,,0.000000,,,,,,
90,57600,0.394421,,,0.000000,,,,,,
99,63200,0.338871,,,0.000000,,,,,,
108,68960,0.307925,,,0.000000,,,,,,
117,74720,0.307864,,,0.000000,,,,,,
126,80480,0.320430,,,0.000000,,,,,,
135,86240,0.255637,,,0.000000,,,,,,
144,92000,0.249486,,,0.000000,,,,,,
153,97760,0.254471,,,0.000000,,,,,,
162,103520,0.232555,,,0.000000,,,,,,
171,109280,0.215603,,,0.000000,,,,,,
180,115040,0.226693,,,0.000000,,,,,,
189,120640,0.197750,,,0.000000,,,,,,
198,126400,0.261541,,,0.000000,,,,,,
207,132160,0.187395,,,0.000000,,,,,,
216,137920,0.184737,,,0.000000,,,,,,
225,143680,0.176931,,,0.000000,,,,,,
234,149440,0.171681,,,0.000000,,,,,,
243,155200,0.169805,,,0.000000,,,,,,
252,160960,0.165057,,,0.000000,,,,,,
261,166720,0.166347,,,0.000000,,,,,,
270,172480,0.155977,,,0.000000,,,,,,
279,178240,0.153434,,,0.000000,,,,,,
288,183840,0.146267,,,0.000000,,,,,,
297,189600,0.141435,,,0.000000,,,,,,
306,195360,0.142760,,,0.000000,,,,,,
315,201120,0.136349,,,0.000000,,,,,,
324,206880,0.134475,,,0.000000,,,,,,
333,212640,0.126640,,,0.000000,,,,,,
342,218400,0.126494,,,0.000000,,,,,,
351,224160,0.122825,,,0.000000,,,,,,
360,229920,0.117015,,,0.000000,,,,,,
369,235680,0.120106,,,0.000000,,,,,,
378,241280,0.112402,,,0.000000,,,,,,
387,247040,0.110761,,,0.000000,,,,,,
396,252800,0.110893,,,0.000000,,,,,,
405,258560,0.109516,,,0.000000,,,,,,
414,264320,0.105770,,,0.000000,,,,,,
423,270080,0.107298,,,0.000000,,,,,,
432,275840,0.105440,,,0.000000,,,,,,
441,281600,0.106772,,,0.000000,,,,,,
450,287360,0.098018,,,0.000000,,,,,,
459,293120,0.105238,,,0.000000,,,,,,
468,298880,0.097078,,,0.000000,,,,,,
477,304480,0.094191,,,0.000000,,,,,,
486,310240,0.108166,,,0.000000,,,,,,
495,316000,0.098795,,,0.000000,,,,,,
504,321760,0.089631,,,0.000000,,,,,,
513,327520,0.089572,,,0.000000,,,,,,
522,333280,0.090083,,,0.000000,,,,,,
531,339040,0.104856,,,0.000000,,,,,,
540,344800,0.084696,,,0.000000,,,,,,
549,350560,0.088389,,,0.000000,,,,,,
558,356320,0.081686,,,0.000000,,,,,,
567,361920,0.086567,,,0.000000,,,,,,
576,367680,0.081788,,,0.000000,,,,,,
585,373440,0.080439,,,0.000000,,,,,,
594,379200,0.078266,,,0.000000,,,,,,
603,384960,0.076074,,,0.000000,,,,,,
612,390720,0.080109,,,0.000000,,,,,,
621,396480,0.093759,,,0.000000,,,,,,
630,402240,0.077065,,,0.000000,,,,,,
639,408000,0.073588,,,0.000000,,,,,,
648,413760,0.075342,,,0.000000,,,,,,
657,419520,0.072274,,,0.000000,,,,,,
666,425120,0.070394,,,0.000000,,,,,,
675,430880,0.070093,,,0.000000,,,,,,
684,436640,0.069159,,,0.000000,,,,,,
693,442400,0.068993,,,0.000000,,,,,,
702,448160,0.070720,,,0.000000,,,,,,
711,453920,0.074967,,,0.000000,,,,,,
720,459680,0.072607,,,0.000000,,,,,,
729,465440,0.067919,,,0.000000,,,,,,
738,471200,0.066088,,,0.000000,,,,,,
747,476960,0.067547,,,0.000000,,,,,,
756,482560,0.064079,,,0.000000,,,,,,
765,488320,0.067771,,,0.000000,,,,,,
774,494080,0.073562,,,0.000000,,,,,,
783,499840,0.065357,,,0.000000,,,,,,
792,505600,0.063217,,,0.000000,,,,,,
801,511360,0.062590,,,0.000000,,,,,,
810,517120,0.063187,,,0.000000,,,,,,
819,522880,0.062355,,,0.000000,,,,,,
828,528640,0.060012,,,0.000000,,,,,,
837,534400,0.061354,,,0.000000,,,,,,
846,540000,0.059461,,,0.000000,,,,,,
855,545760,0.060719,,,0.000000,,,,,,
864,551520,0.058662,,,0.000000,,,,,,
873,557280,0.059627,,,0.000000,,,,,,
882,563040,0.058333,,,0.000000,,,,,,
891,568800,0.058736,,,0.000000,,,,,,
900,574560,0.056842,,,0.000000,,,,,,
909,580320,0.058877,,,0.000000,,,,,,
918,586080,0.055059,,,0.000000,,,,,,
927,591840,0.056817,,,0.000000,,,,,,
936,597600,0.053222,,,0.000000,,,,,,
938,598880,0.054002,,,0.000000,,,,,,
