round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.303516,,,0.900220,,,,,,
1,25600,2.187088,,,0.900220,,,,,,
2,51200,2.057151,,,0.900220,,,,,,
3,76512,1.893409,,,0.900220,,,,,,
4,102112,1.700010,,,0.900220,,,,,,
5,127429,1.493735,,,0.900220,,,,,,
6,153024,1.285342,,,0.900220,,,,,,
7,178434,1.108180,,,0.900220,,,,,,
8,203936,0.946236,,,0.900220,,,,,,
9,229475,0.821933,,,0.900220,,,,,,
10,254853,0.718732,,,0.900220,,,,,,
11,280387,0.635637,,,0.900220,,,,,,
12,305783,0.572864,,,0.900220,,,,,,
13,331304,0.525967,,,0.900220,,,,,,
14,356770,0.478326,,,0.900220,,,,,,
15,382277,0.447936,,,0.900220,,,,,,
16,407811,0.415969,,,0.900220,,,,,,
17,433207,0.386177,,,0.900220,,,,,,
18,458728,0.360689,,,0.900220,,,,,,
19,484138,0.338745,,,0.900220,,,,,,
20,509640,0.378725,,,0.900220,,,,,,
21,535106,0.321884,,,0.900220,,,,,,
22,560570,0.300116,,,0.900220,,,,,,
23,586080,0.283219,,,0.900220,,,,,,
