round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,2.303516,,,0.000000,,,,,,
1,25600,0.787083,,,0.000000,,,,,,
2,51200,0.363822,,,0.000000,,,,,,
3,76640,0.253693,,,0.000000,,,,,,
4,102240,0.200873,,,0.000000,,,,,,
5,127680,0.168507,,,0.000000,,,,,,
6,153280,0.148338,,,0.000000,,,,,,
7,178880,0.133042,,,0.000000,,,,,,
8,204320,0.118089,,,0.000000,,,,,,
9,229920,0.110169,,,0.000000,,,,,,
10,255360,0.100449,,,0.000000,,,,,,
11,280960,0.095005,,,0.000000,,,,,,
12,306400,0.088029,,,0.000000,,,,,,
13,332000,0.084605,,,0.000000,,,,,,
14,357600,0.079144,,,0.000000,,,,,,
15,383040,0.075532,,,0.000000,,,,,,
16,408640,0.072201,,,0.000000,,,,,,
17,434080,0.069433,,,0.000000,,,,,,
18,459680,0.066416,,,0.000000,,,,,,
19,485120,0.062835,,,0.000000,,,,,,
20,510720,0.061298,,,0.000000,,,,,,
21,536320,0.059727,,,0.000000,,,,,,
22,561760,0.057847,,,0.000000,,,,,,
23,587360,0.055287,,,0.000000,,,,,,
