round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,1.741916e+00,1.501426e-01,0.650364
5,32000,4.583367,4.677476e+00,2.780189e-01,0.650364
10,62800,4.533112,4.803560e+00,3.506237e-01,0.650364
15,94800,4.473775,4.865374e+00,3.496149e-01,0.650364
20,125600,4.418027,5.209714e+00,4.168467e-01,0.650364
25,156400,4.352456,5.423926e+00,4.932527e-01,0.650364
30,188400,4.290094,5.324636e+00,5.313270e-01,0.650364
35,219200,4.214622,5.561595e+00,5.759244e-01,0.650364
40,250000,4.181057,5.614841e+00,5.936944e-01,0.650364
45,282000,4.105924,5.894587e+00,6.048834e-01,0.650364
50,312800,4.059698,5.920778e+00,6.427349e-01,0.650364
55,344800,4.013861,6.092331e+00,6.609573e-01,0.650364
60,375600,3.979724,5.939216e+00,6.762798e-01,0.650364
65,406400,3.946192,6.155071e+00,6.942791e-01,0.650364
70,438400,3.899750,6.406052e+00,6.676887e-01,0.650364
75,469200,3.881407,6.396979e+00,6.881067e-01,0.650364
80,500000,3.838224,6.261924e+00,7.286958e-01,0.650364
85,532000,3.808949,6.742388e+00,6.741526e-01,0.650364
90,562800,3.776196,6.580218e+00,7.031705e-01,0.650364
95,594800,3.752017,6.513208e+00,7.561380e-01,0.650364
100,625600,3.722104,6.886248e+00,6.943370e-01,0.650364
