round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,2.020844e+00,1.501426e-01,0.850242
5,32000,4.593856,4.781730e+00,3.200266e-01,0.850242
10,62800,4.555505,5.803211e+00,3.650385e-01,0.850242
15,94800,4.511402,5.305759e+00,3.348592e-01,0.850242
20,125600,4.464522,5.476103e+00,3.810478e-01,0.850242
25,156400,4.422221,5.784726e+00,4.363587e-01,0.850242
30,188400,4.368994,6.086607e+00,4.857925e-01,0.850242
35,219200,4.320606,6.117689e+00,5.377012e-01,0.850242
40,250000,4.284282,5.993805e+00,5.701246e-01,0.850242
45,282000,4.229119,6.506036e+00,5.999443e-01,0.850242
50,312800,4.191640,7.076553e+00,6.223953e-01,0.850242
55,344800,4.169958,6.732540e+00,6.602483e-01,0.850242
60,375600,4.099617,7.107418e+00,6.686816e-01,0.850242
65,406400,4.081012,6.419233e+00,7.212973e-01,0.850242
70,438400,4.045032,7.313912e+00,7.145726e-01,0.850242
75,469200,4.006393,7.344161e+00,7.245165e-01,0.850242
80,500000,3.997620,7.503372e+00,7.391859e-01,0.850242
85,532000,3.944042,7.771762e+00,7.251660e-01,0.850242
90,562800,3.926957,7.662756e+00,7.467517e-01,0.850242
95,594800,3.891308,7.584158e+00,7.731974e-01,0.850242
100,625600,3.873855,7.763648e+00,7.879662e-01,0.850242
