round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.606946,1.236889e+00,1.181110e-01,0.500221
5,32000,4.578160,4.587299e+00,3.392722e-01,0.500221
10,62800,4.523281,4.427280e+00,3.379952e-01,0.500221
15,94800,4.458360,4.436425e+00,3.598597e-01,0.500221
20,125600,4.389967,4.673593e+00,4.255287e-01,0.500221
25,156400,4.313732,4.694181e+00,5.148175e-01,0.500221
30,188400,4.217445,4.859361e+00,5.550330e-01,0.500221
35,219200,4.152510,4.839533e+00,5.966939e-01,0.500221
40,250000,4.078344,5.001931e+00,6.151708e-01,0.500221
45,282000,4.020313,5.148992e+00,6.145728e-01,0.500221
50,312800,3.969721,5.196934e+00,6.258974e-01,0.500221
55,344800,3.929910,5.509863e+00,6.148717e-01,0.500221
60,375600,3.894221,5.061937e+00,6.661873e-01,0.500221
65,406400,3.843071,5.334246e+00,7.113156e-01,0.500221
70,438400,3.801978,5.351057e+00,6.575652e-01,0.500221
75,469200,3.767847,5.529280e+00,6.581225e-01,0.500221
80,500000,3.759777,5.661932e+00,6.364954e-01,0.500221
85,532000,3.718585,5.485463e+00,6.929060e-01,0.500221
90,562800,3.695483,5.577905e+00,6.934990e-01,0.500221
95,594800,3.663732,5.805473e+00,6.423473e-01,0.500221
100,625600,3.650111,5.811883e+00,6.396987e-01,0.500221
