round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,1.577346e+00,1.501426e-01,0.550509
5,32000,4.580999,4.356467e+00,2.921142e-01,0.550509
10,62800,4.519822,4.200958e+00,3.349356e-01,0.550509
15,94800,4.454360,4.731018e+00,3.753728e-01,0.550509
20,125600,4.387061,4.810247e+00,4.238344e-01,0.550509
25,156400,4.316111,4.970008e+00,5.259224e-01,0.550509
30,188400,4.235780,5.054327e+00,5.440845e-01,0.550509
35,219200,4.168739,5.142804e+00,5.810583e-01,0.550509
40,250000,4.122053,5.459830e+00,6.045559e-01,0.550509
45,282000,4.053700,5.522367e+00,6.072111e-01,0.550509
50,312800,4.007699,5.431526e+00,6.252663e-01,0.550509
55,344800,3.953264,5.679967e+00,6.206788e-01,0.550509
60,375600,3.928891,5.647394e+00,6.322594e-01,0.550509
65,406400,3.875157,5.537719e+00,7.162660e-01,0.550509
70,438400,3.836228,5.824367e+00,6.447958e-01,0.550509
75,469200,3.799323,5.780554e+00,6.792259e-01,0.550509
80,500000,3.794413,5.982989e+00,6.622713e-01,0.550509
85,532000,3.743219,5.717540e+00,7.487721e-01,0.550509
90,562800,3.721024,5.960071e+00,6.756717e-01,0.550509
95,594800,3.687741,5.940526e+00,7.419907e-01,0.550509
100,625600,3.642789,6.092823e+00,6.768596e-01,0.550509
