round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.606946,1.073698e-01,1.181110e-01,0.000000
5,32000,4.591121,1.093789e-01,1.144584e-01,0.000000
10,62800,4.569088,1.290625e-01,1.489221e-01,0.000000
15,94800,4.523868,1.802872e-01,2.176139e-01,0.000000
20,125600,4.437079,2.671061e-01,3.061880e-01,0.000000
25,156400,4.308580,3.847268e-01,6.207538e-01,0.000000
30,188400,4.154339,4.745586e-01,4.977219e-01,0.000000
35,219200,4.036366,5.214410e-01,5.119811e-01,0.000000
40,250000,4.008118,5.455341e-01,5.122321e-01,0.000000
45,282000,3.875865,5.563965e-01,5.504796e-01,0.000000
50,312800,3.814777,5.505378e-01,5.377485e-01,0.000000
55,344800,3.757560,5.619212e-01,5.187428e-01,0.000000
60,375600,3.708997,5.737692e-01,4.996514e-01,0.000000
65,406400,3.668881,5.826288e-01,1.043370e+00,0.000000
70,438400,3.625990,5.825856e-01,5.186582e-01,0.000000
75,469200,3.589333,5.886861e-01,5.081425e-01,0.000000
80,500000,3.636261,6.012529e-01,4.856578e-01,0.000000
85,532000,3.518899,5.970236e-01,5.106298e-01,0.000000
90,562800,3.488102,5.985072e-01,5.224352e-01,0.000000
95,594800,3.458035,6.099595e-01,5.407907e-01,0.000000
100,625600,3.425502,6.273002e-01,5.130684e-01,0.000000
