round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.608579,9.967772e-01,1.503855e-01,0.250191
5,32000,4.560626,3.084306e+00,3.613200e-01,0.250191
10,62800,4.468657,3.285072e+00,3.938551e-01,0.250191
15,94800,4.357260,3.357172e+00,4.552948e-01,0.250191
20,125600,4.245765,3.472337e+00,5.063251e-01,0.250191
25,156400,4.146137,3.554919e+00,7.481212e-01,0.250191
30,188400,4.061743,3.469735e+00,5.835533e-01,0.250191
35,219200,3.991137,3.536199e+00,5.736027e-01,0.250191
40,250000,3.960712,3.635542e+00,5.745743e-01,0.250191
45,282000,3.902768,3.674024e+00,5.470270e-01,0.250191
50,312800,3.866822,3.674496e+00,5.845768e-01,0.250191
55,344800,3.821347,3.730141e+00,5.557738e-01,0.250191
60,375600,3.781317,3.785154e+00,5.371182e-01,0.250191
65,406400,3.761946,3.670228e+00,8.058590e-01,0.250191
70,438400,3.712709,3.916820e+00,5.366285e-01,0.250191
75,469200,3.679321,3.883030e+00,5.580437e-01,0.250191
80,500000,3.659436,3.985138e+00,5.574138e-01,0.250191
85,532000,3.619680,3.992776e+00,5.756245e-01,0.250191
90,562800,3.591718,3.791154e+00,6.303056e-01,0.250191
95,594800,3.571931,3.991597e+00,5.937958e-01,0.250191
100,625600,3.530545,4.013494e+00,5.836233e-01,0.250191
