round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.606946,7.035398e-01,1.181110e-01,0.200054
5,32000,4.582460,2.079518e+00,2.955821e-01,0.200054
10,62800,4.506781,2.746772e+00,3.403552e-01,0.200054
15,94800,4.406610,2.919795e+00,3.924114e-01,0.200054
20,125600,4.302908,3.005532e+00,4.442879e-01,0.200054
25,156400,4.209389,3.301523e+00,6.848911e-01,0.200054
30,188400,4.081793,3.175783e+00,5.680021e-01,0.200054
35,219200,4.006459,3.155097e+00,5.757582e-01,0.200054
40,250000,3.975958,3.352394e+00,5.479073e-01,0.200054
45,282000,3.883125,3.362959e+00,5.457519e-01,0.200054
50,312800,3.826838,3.367510e+00,5.614646e-01,0.200054
55,344800,3.782413,3.246825e+00,5.851502e-01,0.200054
60,375600,3.742829,3.358371e+00,5.810212e-01,0.200054
65,406400,3.698561,3.517143e+00,6.926281e-01,0.200054
70,438400,3.661265,3.383842e+00,5.749487e-01,0.200054
75,469200,3.632652,3.494232e+00,5.695960e-01,0.200054
80,500000,3.644118,3.408709e+00,5.605983e-01,0.200054
85,532000,3.557026,3.559046e+00,5.482022e-01,0.200054
90,562800,3.540872,3.490890e+00,5.392500e-01,0.200054
95,594800,3.504552,3.548693e+00,5.442401e-01,0.200054
100,625600,3.486735,3.553554e+00,5.760773e-01,0.200054
