round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,1.488277e+00,1.501426e-01,0.500221
5,32000,4.576412,4.062085e+00,2.880583e-01,0.500221
10,62800,4.514956,4.436601e+00,3.393830e-01,0.500221
15,94800,4.449526,4.426933e+00,3.825014e-01,0.500221
20,125600,4.368844,4.870406e+00,4.192203e-01,0.500221
25,156400,4.297033,4.697742e+00,5.367356e-01,0.500221
30,188400,4.210223,4.873011e+00,5.375448e-01,0.500221
35,219200,4.137010,4.761425e+00,5.988025e-01,0.500221
40,250000,4.096071,4.859221e+00,6.004912e-01,0.500221
45,282000,4.022563,5.332502e+00,6.040254e-01,0.500221
50,312800,3.976823,5.061349e+00,6.455681e-01,0.500221
55,344800,3.930100,5.233098e+00,6.310860e-01,0.500221
60,375600,3.892718,5.202627e+00,6.588695e-01,0.500221
65,406400,3.850264,5.437767e+00,7.201006e-01,0.500221
70,438400,3.814704,5.439071e+00,6.501729e-01,0.500221
75,469200,3.783839,5.552956e+00,6.640751e-01,0.500221
80,500000,3.768015,5.641765e+00,6.495225e-01,0.500221
85,532000,3.720239,5.473010e+00,6.894162e-01,0.500221
90,562800,3.683477,5.486458e+00,7.017759e-01,0.500221
95,594800,3.656951,5.629738e+00,7.075866e-01,0.500221
100,625600,3.616385,5.752339e+00,6.749449e-01,0.500221
