round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.608579,2.001592e+00,1.503855e-01,0.800116
5,32000,4.581944,4.372749e+00,2.861232e-01,0.800116
10,62800,4.533532,5.075544e+00,3.545224e-01,0.800116
15,94800,4.483367,4.854836e+00,3.578074e-01,0.800116
20,125600,4.433131,5.890846e+00,4.457731e-01,0.800116
25,156400,4.364594,5.710778e+00,5.037709e-01,0.800116
30,188400,4.306406,5.742532e+00,5.441970e-01,0.800116
35,219200,4.257195,5.767014e+00,5.807633e-01,0.800116
40,250000,4.218248,6.120221e+00,6.045128e-01,0.800116
45,282000,4.192682,6.226358e+00,6.391840e-01,0.800116
50,312800,4.147849,6.083067e+00,6.710772e-01,0.800116
55,344800,4.093285,6.540544e+00,6.824203e-01,0.800116
60,375600,4.065105,6.436021e+00,6.907753e-01,0.800116
65,406400,4.032061,6.919943e+00,7.197508e-01,0.800116
70,438400,4.002587,7.063228e+00,7.125803e-01,0.800116
75,469200,3.974992,7.123899e+00,7.375755e-01,0.800116
80,500000,3.940643,7.173790e+00,7.357084e-01,0.800116
85,532000,3.919436,7.419934e+00,7.415212e-01,0.800116
90,562800,3.891427,7.213380e+00,7.687019e-01,0.800116
95,594800,3.855785,7.624628e+00,7.199959e-01,0.800116
100,625600,3.844290,7.470270e+00,7.910922e-01,0.800116
