round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.608579,1.860418e+00,1.503855e-01,0.700299
5,32000,4.580310,4.186979e+00,2.943116e-01,0.700299
10,62800,4.522411,4.439456e+00,3.266799e-01,0.700299
15,94800,4.462673,4.856230e+00,3.898056e-01,0.700299
20,125600,4.391455,4.847280e+00,4.424444e-01,0.700299
25,156400,4.334095,5.055871e+00,5.105271e-01,0.700299
30,188400,4.261342,5.327889e+00,5.513687e-01,0.700299
35,219200,4.204185,5.656618e+00,5.866343e-01,0.700299
40,250000,4.179218,5.770631e+00,6.131133e-01,0.700299
45,282000,4.118980,6.208335e+00,6.181044e-01,0.700299
50,312800,4.067767,6.434287e+00,6.188130e-01,0.700299
55,344800,4.041597,6.253473e+00,6.531534e-01,0.700299
60,375600,3.995293,6.156349e+00,6.734981e-01,0.700299
65,406400,3.974546,6.843536e+00,7.111175e-01,0.700299
70,438400,3.949758,6.762107e+00,6.699818e-01,0.700299
75,469200,3.909725,6.690909e+00,6.891242e-01,0.700299
80,500000,3.881268,6.664986e+00,7.159038e-01,0.700299
85,532000,3.844464,6.987450e+00,6.918476e-01,0.700299
90,562800,3.831154,7.015747e+00,7.206216e-01,0.700299
95,594800,3.795693,6.804955e+00,7.624530e-01,0.700299
100,625600,3.781734,6.941417e+00,7.448499e-01,0.700299
