round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,1.086597e+00,1.501426e-01,0.299943
5,32000,4.570359,3.343854e+00,3.066507e-01,0.299943
10,62800,4.492656,3.555535e+00,3.759286e-01,0.299943
15,94800,4.405989,3.757454e+00,3.909270e-01,0.299943
20,125600,4.311944,3.791258e+00,4.455412e-01,0.299943
25,156400,4.234135,3.882650e+00,5.913202e-01,0.299943
30,188400,4.127043,3.598092e+00,5.732950e-01,0.299943
35,219200,4.048120,3.941877e+00,5.620672e-01,0.299943
40,250000,4.012773,4.048435e+00,5.934461e-01,0.299943
45,282000,3.931917,4.134935e+00,5.471095e-01,0.299943
50,312800,3.884751,3.960096e+00,5.943872e-01,0.299943
55,344800,3.831061,4.156798e+00,5.681908e-01,0.299943
60,375600,3.783134,4.138768e+00,5.846553e-01,0.299943
65,406400,3.748959,3.907193e+00,8.497525e-01,0.299943
70,438400,3.705817,4.207748e+00,5.965201e-01,0.299943
75,469200,3.672930,4.371437e+00,5.723660e-01,0.299943
80,500000,3.665859,4.279105e+00,6.124096e-01,0.299943
85,532000,3.602520,4.225891e+00,6.026090e-01,0.299943
90,562800,3.564026,4.254592e+00,6.174203e-01,0.299943
95,594800,3.548116,4.238225e+00,6.445401e-01,0.299943
100,625600,3.515367,4.278687e+00,6.565019e-01,0.299943
