round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.608579,2.182316e+00,1.503855e-01,0.950495
5,32000,4.597347,4.230381e+00,2.723291e-01,0.950495
10,62800,4.550341,5.660025e+00,3.865125e-01,0.950495
15,94800,4.510213,5.696250e+00,3.712438e-01,0.950495
20,125600,4.450853,5.186359e+00,3.860098e-01,0.950495
25,156400,4.403266,5.791251e+00,4.585162e-01,0.950495
30,188400,4.360848,6.065128e+00,5.021265e-01,0.950495
35,219200,4.324488,6.754388e+00,5.614509e-01,0.950495
40,250000,4.293481,6.938686e+00,5.934897e-01,0.950495
45,282000,4.249139,6.960405e+00,6.249294e-01,0.950495
50,312800,4.213210,7.020802e+00,6.442015e-01,0.950495
55,344800,4.181136,7.235475e+00,6.653622e-01,0.950495
60,375600,4.166655,7.318477e+00,7.084250e-01,0.950495
65,406400,4.132679,7.316864e+00,7.173010e-01,0.950495
70,438400,4.102992,7.756069e+00,7.139539e-01,0.950495
75,469200,4.062357,7.665683e+00,7.226097e-01,0.950495
80,500000,4.037504,8.021944e+00,7.441345e-01,0.950495
85,532000,4.024175,8.026874e+00,7.690277e-01,0.950495
90,562800,4.004913,8.174581e+00,7.783267e-01,0.950495
95,594800,3.986987,8.145877e+00,7.889461e-01,0.950495
100,625600,3.945112,8.346629e+00,8.090296e-01,0.950495
