round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.606946,1.569874e+00,1.181110e-01,0.750412
5,32000,4.589600,5.027525e+00,3.259956e-01,0.750412
10,62800,4.551803,4.866322e+00,3.016888e-01,0.750412
15,94800,4.505010,5.581128e+00,3.500744e-01,0.750412
20,125600,4.454616,4.839056e+00,3.775450e-01,0.750412
25,156400,4.398270,5.268791e+00,4.296984e-01,0.750412
30,188400,4.338399,6.116921e+00,4.983127e-01,0.750412
35,219200,4.289024,5.472163e+00,5.514975e-01,0.750412
40,250000,4.217538,5.877776e+00,5.903867e-01,0.750412
45,282000,4.179602,5.946797e+00,6.320658e-01,0.750412
50,312800,4.111413,5.987543e+00,6.583557e-01,0.750412
55,344800,4.072385,6.430883e+00,6.637496e-01,0.750412
60,375600,4.040167,6.657866e+00,6.752064e-01,0.750412
65,406400,3.992294,6.510831e+00,7.250713e-01,0.750412
70,438400,3.953822,6.785581e+00,7.037816e-01,0.750412
75,469200,3.924419,6.792799e+00,7.339662e-01,0.750412
80,500000,3.935282,6.788000e+00,7.324559e-01,0.750412
85,532000,3.868285,6.751128e+00,7.521816e-01,0.750412
90,562800,3.837062,6.991048e+00,7.377641e-01,0.750412
95,594800,3.818938,6.866464e+00,7.606549e-01,0.750412
100,625600,3.778993,7.113647e+00,7.398591e-01,0.750412
