round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.606946,9.943718e-01,1.181110e-01,0.350134
5,32000,4.576796,3.677216e+00,3.457655e-01,0.350134
10,62800,4.513019,3.694554e+00,3.277608e-01,0.350134
15,94800,4.426971,3.815239e+00,3.756512e-01,0.350134
20,125600,4.341854,3.935406e+00,4.375446e-01,0.350134
25,156400,4.254807,4.248935e+00,5.703883e-01,0.350134
30,188400,4.143489,4.355610e+00,5.566682e-01,0.350134
35,219200,4.075016,4.092721e+00,5.923666e-01,0.350134
40,250000,4.034787,4.237194e+00,5.982014e-01,0.350134
45,282000,3.947384,4.310987e+00,5.899230e-01,0.350134
50,312800,3.881792,4.378391e+00,5.943219e-01,0.350134
55,344800,3.857625,4.326747e+00,6.253465e-01,0.350134
60,375600,3.796134,4.473393e+00,6.063170e-01,0.350134
65,406400,3.783992,4.783280e+00,7.250920e-01,0.350134
70,438400,3.728007,4.362010e+00,6.503639e-01,0.350134
75,469200,3.691502,4.637733e+00,5.777903e-01,0.350134
80,500000,3.689227,4.664247e+00,5.840471e-01,0.350134
85,532000,3.637393,4.790074e+00,5.527086e-01,0.350134
90,562800,3.613761,4.742676e+00,5.813362e-01,0.350134
95,594800,3.582264,4.660755e+00,6.323438e-01,0.350134
100,625600,3.569438,4.696068e+00,6.323119e-01,0.350134
