round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,2.080830e+00,1.501426e-01,0.900611
5,32000,4.594993,4.345130e+00,2.506172e-01,0.900611
10,62800,4.558731,4.632002e+00,2.827622e-01,0.900611
15,94800,4.512026,5.429333e+00,3.425583e-01,0.900611
20,125600,4.475948,5.850755e+00,3.944555e-01,0.900611
25,156400,4.434644,6.196450e+00,4.522660e-01,0.900611
30,188400,4.376915,6.281898e+00,4.774614e-01,0.900611
35,219200,4.340230,6.197362e+00,5.197236e-01,0.900611
40,250000,4.316215,6.800304e+00,5.732973e-01,0.900611
45,282000,4.259266,6.669731e+00,5.965605e-01,0.900611
50,312800,4.213067,6.757321e+00,6.220140e-01,0.900611
55,344800,4.175526,7.297950e+00,6.441029e-01,0.900611
60,375600,4.140965,7.073507e+00,6.799206e-01,0.900611
65,406400,4.096253,7.297325e+00,7.104447e-01,0.900611
70,438400,4.081033,7.486661e+00,7.146690e-01,0.900611
75,469200,4.045036,7.871873e+00,7.202145e-01,0.900611
80,500000,4.044563,7.427461e+00,7.611332e-01,0.900611
85,532000,3.987170,7.595615e+00,7.629256e-01,0.900611
90,562800,3.970844,7.710983e+00,7.870380e-01,0.900611
95,594800,3.936305,7.952627e+00,7.889081e-01,0.900611
100,625600,3.892242,8.076113e+00,7.615170e-01,0.900611
