round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.608579,2.226009e+00,1.503855e-01,1.000000
5,32000,4.594763,3.881554e+00,2.448706e-01,1.000000
10,62800,4.555798,6.720899e+00,5.076074e-01,1.000000
15,94800,4.497020,5.088197e+00,3.345909e-01,1.000000
20,125600,4.456365,6.043640e+00,4.316437e-01,1.000000
25,156400,4.419233,6.048139e+00,4.598611e-01,1.000000
30,188400,4.374232,6.472703e+00,5.083085e-01,1.000000
35,219200,4.321236,6.347027e+00,5.353404e-01,1.000000
40,250000,4.317025,7.086218e+00,5.818190e-01,1.000000
45,282000,4.258231,6.587548e+00,6.095796e-01,1.000000
50,312800,4.231026,7.115716e+00,6.410344e-01,1.000000
55,344800,4.193266,6.948495e+00,6.650633e-01,1.000000
60,375600,4.194008,7.552045e+00,6.977665e-01,1.000000
65,406400,4.142551,8.317746e+00,7.010355e-01,1.000000
70,438400,4.116740,8.227092e+00,7.115151e-01,1.000000
75,469200,4.080380,8.027769e+00,7.527642e-01,1.000000
80,500000,4.059116,8.318878e+00,7.406605e-01,1.000000
85,532000,4.039866,8.545087e+00,7.598931e-01,1.000000
90,562800,4.015351,8.584150e+00,7.864465e-01,1.000000
95,594800,3.993437,8.551455e+00,7.817708e-01,1.000000
100,625600,3.972487,8.587508e+00,8.065849e-01,1.000000
