round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,1.818202e+00,1.501426e-01,0.700299
5,32000,4.587398,4.811119e+00,3.134361e-01,0.700299
10,62800,4.539670,5.260946e+00,3.573231e-01,0.700299
15,94800,4.483429,4.686707e+00,3.425265e-01,0.700299
20,125600,4.431606,5.242427e+00,4.000208e-01,0.700299
25,156400,4.376384,4.888344e+00,4.631098e-01,0.700299
30,188400,4.316489,5.560286e+00,5.138834e-01,0.700299
35,219200,4.245781,5.616013e+00,5.617774e-01,0.700299
40,250000,4.207558,6.100943e+00,5.834384e-01,0.700299
45,282000,4.144219,5.881950e+00,6.257282e-01,0.700299
50,312800,4.083799,6.113722e+00,6.531535e-01,0.700299
55,344800,4.038534,6.523787e+00,6.352687e-01,0.700299
60,375600,4.008276,6.497745e+00,6.635845e-01,0.700299
65,406400,3.984170,6.432303e+00,7.019611e-01,0.700299
70,438400,3.937031,6.599167e+00,6.817387e-01,0.700299
75,469200,3.908607,6.731180e+00,6.923173e-01,0.700299
80,500000,3.864906,6.449586e+00,7.506326e-01,0.700299
85,532000,3.847233,7.125951e+00,6.842870e-01,0.700299
90,562800,3.810724,6.836161e+00,7.208525e-01,0.700299
95,594800,3.778926,7.123840e+00,7.076287e-01,0.700299
100,625600,3.750377,6.920934e+00,7.533273e-01,0.700299
