round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,1.661396e+00,1.501426e-01,0.600050
5,32000,4.579954,4.546089e+00,3.099238e-01,0.600050
10,62800,4.526540,4.605622e+00,3.360407e-01,0.600050
15,94800,4.472845,4.426133e+00,3.566955e-01,0.600050
20,125600,4.410164,4.906194e+00,4.088985e-01,0.600050
25,156400,4.333918,5.211736e+00,4.933085e-01,0.600050
30,188400,4.277916,5.503812e+00,5.256845e-01,0.600050
35,219200,4.197042,5.389099e+00,5.792376e-01,0.600050
40,250000,4.147088,5.525136e+00,5.946115e-01,0.600050
45,282000,4.076611,5.828733e+00,6.105759e-01,0.600050
50,312800,4.021770,5.812959e+00,6.214194e-01,0.600050
55,344800,3.993271,5.834940e+00,6.493726e-01,0.600050
60,375600,3.952249,5.776453e+00,6.572371e-01,0.600050
65,406400,3.899396,5.969045e+00,7.108076e-01,0.600050
70,438400,3.880753,6.043073e+00,6.739327e-01,0.600050
75,469200,3.845540,5.850296e+00,7.067982e-01,0.600050
80,500000,3.818758,6.037294e+00,7.034234e-01,0.600050
85,532000,3.771158,6.382289e+00,6.734552e-01,0.600050
90,562800,3.739934,6.384245e+00,6.808494e-01,0.600050
95,594800,3.710610,6.105186e+00,7.613372e-01,0.600050
100,625600,3.683553,6.352466e+00,7.364541e-01,0.600050
