round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,3.791215e-01,1.501426e-01,0.050033
5,32000,4.585450,4.668716e-01,1.520977e-01,0.050033
10,62800,4.535383,7.156464e-01,2.462654e-01,0.050033
15,94800,4.428926,1.138870e+00,3.523447e-01,0.050033
20,125600,4.320515,1.373175e+00,4.150600e-01,0.050033
25,156400,4.219490,1.501092e+00,7.347887e-01,0.050033
30,188400,4.102777,1.566633e+00,4.971552e-01,0.050033
35,219200,3.995937,1.599440e+00,5.094824e-01,0.050033
40,250000,3.960799,1.590244e+00,5.105702e-01,0.050033
45,282000,3.854512,1.650452e+00,5.071667e-01,0.050033
50,312800,3.806887,1.622137e+00,5.300381e-01,0.050033
55,344800,3.747182,1.662618e+00,4.981973e-01,0.050033
60,375600,3.701567,1.688614e+00,5.496910e-01,0.050033
65,406400,3.656029,1.663016e+00,1.022282e+00,0.050033
70,438400,3.602453,1.737443e+00,4.912947e-01,0.050033
75,469200,3.570086,1.700919e+00,5.366020e-01,0.050033
80,500000,3.585920,1.684461e+00,5.378477e-01,0.050033
85,532000,3.499142,1.704601e+00,5.326716e-01,0.050033
90,562800,3.462164,1.732574e+00,5.299366e-01,0.050033
95,594800,3.430513,1.741525e+00,6.018575e-01,0.050033
100,625600,3.400348,1.729481e+00,5.492085e-01,0.050033
