round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.606946,1.773038e+00,1.181110e-01,0.950495
5,32000,4.599504,4.512200e+00,2.647526e-01,0.950495
10,62800,4.567120,5.353482e+00,3.326660e-01,0.950495
15,94800,4.531715,5.369331e+00,3.136728e-01,0.950495
20,125600,4.488166,5.683313e+00,3.780428e-01,0.950495
25,156400,4.443570,6.128559e+00,4.109667e-01,0.950495
30,188400,4.405409,6.226652e+00,4.583408e-01,0.950495
35,219200,4.356314,6.376997e+00,5.139877e-01,0.950495
40,250000,4.323475,7.041695e+00,5.581180e-01,0.950495
45,282000,4.275912,6.954349e+00,5.892726e-01,0.950495
50,312800,4.249370,6.766951e+00,6.259955e-01,0.950495
55,344800,4.196743,7.280807e+00,6.492452e-01,0.950495
60,375600,4.151657,7.529119e+00,6.687466e-01,0.950495
65,406400,4.127040,7.756774e+00,6.977060e-01,0.950495
70,438400,4.085227,7.349459e+00,7.303329e-01,0.950495
75,469200,4.052506,7.776777e+00,7.325457e-01,0.950495
80,500000,4.021464,7.883588e+00,7.460438e-01,0.950495
85,532000,3.998187,7.911757e+00,7.563940e-01,0.950495
90,562800,3.971892,8.220363e+00,7.628273e-01,0.950495
95,594800,3.939442,8.269880e+00,7.644833e-01,0.950495
100,625600,3.926503,8.043777e+00,8.033049e-01,0.950495
