round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.606946,1.381260e+00,1.181110e-01,0.600050
5,32000,4.582740,4.500651e+00,2.951941e-01,0.600050
10,62800,4.536320,4.454414e+00,2.925096e-01,0.600050
15,94800,4.479121,4.759898e+00,3.457556e-01,0.600050
20,125600,4.421700,5.058041e+00,4.117622e-01,0.600050
25,156400,4.348608,4.751328e+00,4.737435e-01,0.600050
30,188400,4.268570,5.163840e+00,5.338451e-01,0.600050
35,219200,4.205747,5.078977e+00,5.864843e-01,0.600050
40,250000,4.156011,5.367057e+00,6.189454e-01,0.600050
45,282000,4.073519,5.304358e+00,6.388810e-01,0.600050
50,312800,4.013753,5.742925e+00,6.367611e-01,0.600050
55,344800,3.980344,5.735301e+00,6.570086e-01,0.600050
60,375600,3.929497,5.913192e+00,6.407959e-01,0.600050
65,406400,3.902960,5.967102e+00,7.132879e-01,0.600050
70,438400,3.861748,6.052949e+00,6.678377e-01,0.600050
75,469200,3.830035,6.003202e+00,6.760745e-01,0.600050
80,500000,3.786619,6.196028e+00,6.715679e-01,0.600050
85,532000,3.780902,6.326020e+00,6.553746e-01,0.600050
90,562800,3.747794,6.150853e+00,7.039036e-01,0.600050
95,594800,3.721128,6.419271e+00,6.863639e-01,0.600050
100,625600,3.700795,6.510837e+00,6.610223e-01,0.600050
