round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.608579,1.520423e+00,1.503855e-01,0.500221
5,32000,4.567417,4.209755e+00,3.267211e-01,0.500221
10,62800,4.500848,4.430976e+00,3.773254e-01,0.500221
15,94800,4.413360,4.383981e+00,4.091029e-01,0.500221
20,125600,4.328619,4.653934e+00,4.736227e-01,0.500221
25,156400,4.244504,4.570252e+00,5.569395e-01,0.500221
30,188400,4.177474,4.573016e+00,5.983351e-01,0.500221
35,219200,4.097548,4.832885e+00,5.987540e-01,0.500221
40,250000,4.052041,4.951350e+00,6.138680e-01,0.500221
45,282000,4.013260,5.015924e+00,6.177624e-01,0.500221
50,312800,3.968931,5.216993e+00,6.085601e-01,0.500221
55,344800,3.922869,5.129103e+00,6.211137e-01,0.500221
60,375600,3.899709,5.215188e+00,6.450989e-01,0.500221
65,406400,3.871119,5.358430e+00,6.585947e-01,0.500221
70,438400,3.827140,5.481787e+00,6.479052e-01,0.500221
75,469200,3.797117,5.585001e+00,6.296211e-01,0.500221
80,500000,3.766089,5.560314e+00,6.708501e-01,0.500221
85,532000,3.736116,5.617265e+00,6.540303e-01,0.500221
90,562800,3.704431,5.605290e+00,6.874952e-01,0.500221
95,594800,3.691293,5.869105e+00,6.550796e-01,0.500221
100,625600,3.652743,5.900155e+00,6.383481e-01,0.500221
