round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,2.134376e+00,1.501426e-01,0.950495
5,32000,4.600156,4.200138e+00,2.404790e-01,0.950495
10,62800,4.558752,4.771021e+00,2.908711e-01,0.950495
15,94800,4.517853,5.484874e+00,3.305130e-01,0.950495
20,125600,4.481279,5.919500e+00,3.802417e-01,0.950495
25,156400,4.442710,6.518707e+00,4.364819e-01,0.950495
30,188400,4.400990,6.437013e+00,4.645855e-01,0.950495
35,219200,4.344585,6.222941e+00,5.047284e-01,0.950495
40,250000,4.335753,6.990298e+00,5.479872e-01,0.950495
45,282000,4.281689,7.421596e+00,5.878404e-01,0.950495
50,312800,4.239161,7.271834e+00,6.115257e-01,0.950495
55,344800,4.192047,7.350932e+00,6.426785e-01,0.950495
60,375600,4.163587,7.612488e+00,6.601444e-01,0.950495
65,406400,4.118193,8.038238e+00,6.828402e-01,0.950495
70,438400,4.101388,7.579797e+00,7.135873e-01,0.950495
75,469200,4.071095,7.831270e+00,7.274162e-01,0.950495
80,500000,4.036245,8.041979e+00,7.312015e-01,0.950495
85,532000,4.006286,8.046515e+00,7.650469e-01,0.950495
90,562800,3.990288,8.328540e+00,7.738672e-01,0.950495
95,594800,3.966430,8.258723e+00,7.923260e-01,0.950495
100,625600,3.946444,8.553239e+00,7.885432e-01,0.950495
