round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,,,0.000000
1,188400,4.281505,,,0.000000
2,375600,3.883454,,,0.000000
3,562800,3.659120,,,0.000000
4,750000,3.458703,,,0.000000
5,938400,3.278564,,,0.000000
6,1125600,3.148522,,,0.000000
7,1312800,3.088370,,,0.000000
8,1500000,2.937685,,,0.000000
9,1688400,2.774533,,,0.000000
10,1875600,2.719038,,,0.000000
11,2062800,2.661565,,,0.000000
12,2250000,2.576222,,,0.000000
13,2438400,2.418115,,,0.000000
14,2625600,2.383579,,,0.000000
15,2812800,2.404393,,,0.000000
16,3000000,2.187484,,,0.000000
17,3188400,2.135820,,,0.000000
18,3375600,2.034564,,,0.000000
19,3562800,1.993811,,,0.000000
20,3750000,1.897400,,,0.000000
21,3938400,1.796176,,,0.000000
22,4125600,1.731271,,,0.000000
23,4312800,1.674005,,,0.000000
24,4500000,1.602016,,,0.000000
25,4688400,1.508261,,,0.000000
26,4875600,1.476389,,,0.000000
