round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.608579,,,0.500221
1,188400,4.503950,,,0.500221
2,375600,4.251401,,,0.500221
3,562800,3.995252,,,0.500221
4,750000,3.782872,,,0.500221
5,938400,3.597236,,,0.500221
6,1125600,3.484752,,,0.500221
7,1312800,3.345704,,,0.500221
8,1500000,3.191387,,,0.500221
9,1688400,3.049734,,,0.500221
10,1875600,2.946256,,,0.500221
11,2062800,2.886435,,,0.500221
12,2250000,2.751807,,,0.500221
13,2438400,2.659601,,,0.500221
14,2625600,2.642623,,,0.500221
15,2812800,2.541741,,,0.500221
16,3000000,2.453591,,,0.500221
17,3188400,2.395338,,,0.500221
18,3375600,2.324798,,,0.500221
19,3562800,2.296320,,,0.500221
20,3750000,2.212389,,,0.500221
21,3938400,2.133827,,,0.500221
22,4125600,2.085654,,,0.500221
23,4312800,2.054284,,,0.500221
24,4500000,1.998670,,,0.500221
25,4688400,1.956871,,,0.500221
26,4875600,1.908088,,,0.500221
