round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,,,0.500221
3,38400,4.576085,,,0.500221
6,75600,4.510634,,,0.500221
9,112800,4.434362,,,0.500221
12,150000,4.362009,,,0.500221
15,188400,4.259503,,,0.500221
18,225600,4.166496,,,0.500221
21,262800,4.087669,,,0.500221
24,300000,4.063453,,,0.500221
27,338400,3.974841,,,0.500221
30,375600,3.921325,,,0.500221
33,412800,3.874073,,,0.500221
36,450000,3.829110,,,0.500221
39,488400,3.783700,,,0.500221
42,525600,3.760358,,,0.500221
45,562800,3.721334,,,0.500221
48,600000,3.686975,,,0.500221
51,638400,3.641225,,,0.500221
54,675600,3.620125,,,0.500221
57,712800,3.587746,,,0.500221
60,750000,3.575966,,,0.500221
63,788400,3.530541,,,0.500221
66,825600,3.499163,,,0.500221
69,862800,3.489424,,,0.500221
72,900000,3.447694,,,0.500221
75,938400,3.417462,,,0.500221
78,975600,3.392546,,,0.500221
81,1012800,3.365630,,,0.500221
84,1050000,3.363362,,,0.500221
87,1088400,3.318524,,,0.500221
90,1125600,3.297212,,,0.500221
93,1162800,3.282162,,,0.500221
96,1200000,3.263682,,,0.500221
99,1238400,3.227869,,,0.500221
102,1275600,3.201391,,,0.500221
105,1312800,3.182753,,,0.500221
108,1350000,3.174476,,,0.500221
111,1388400,3.149750,,,0.500221
114,1425600,3.131143,,,0.500221
117,1462800,3.108360,,,0.500221
120,1500000,3.095171,,,0.500221
123,1538400,3.060553,,,0.500221
126,1575600,3.042923,,,0.500221
129,1612800,3.021973,,,0.500221
132,1650000,3.024760,,,0.500221
135,1688400,2.987876,,,0.500221
138,1725600,2.985522,,,0.500221
141,1762800,2.957240,,,0.500221
144,1800000,2.959473,,,0.500221
147,1838400,2.932684,,,0.500221
150,1875600,2.908888,,,0.500221
153,1912800,2.901334,,,0.500221
156,1950000,2.895069,,,0.500221
159,1988400,2.866058,,,0.500221
162,2025600,2.848642,,,0.500221
165,2062800,2.831365,,,0.500221
168,2100000,2.816351,,,0.500221
171,2138400,2.796417,,,0.500221
174,2175600,2.786132,,,0.500221
177,2212800,2.770358,,,0.500221
180,2250000,2.783525,,,0.500221
183,2288400,2.737561,,,0.500221
186,2325600,2.728090,,,0.500221
189,2362800,2.707481,,,0.500221
192,2400000,2.727023,,,0.500221
195,2438400,2.684384,,,0.500221
198,2475600,2.669171,,,0.500221
201,2512800,2.655100,,,0.500221
204,2550000,2.664327,,,0.500221
207,2588400,2.624678,,,0.500221
210,2625600,2.609694,,,0.500221
213,2662800,2.608017,,,0.500221
216,2700000,2.599437,,,0.500221
219,2738400,2.563175,,,0.500221
222,2775600,2.560196,,,0.500221
225,2812800,2.551254,,,0.500221
228,2850000,2.557966,,,0.500221
231,2888400,2.512308,,,0.500221
234,2925600,2.510643,,,0.500221
237,2962800,2.509119,,,0.500221
240,3000000,2.522486,,,0.500221
243,3038400,2.459260,,,0.500221
246,3075600,2.447033,,,0.500221
249,3112800,2.445239,,,0.500221
252,3150000,2.460461,,,0.500221
255,3188400,2.414682,,,0.500221
258,3225600,2.407864,,,0.500221
261,3262800,2.392453,,,0.500221
264,3300000,2.391937,,,0.500221
267,3338400,2.359909,,,0.500221
270,3375600,2.353757,,,0.500221
273,3412800,2.340489,,,0.500221
276,3450000,2.395215,,,0.500221
279,3488400,2.317980,,,0.500221
282,3525600,2.311107,,,0.500221
285,3562800,2.290565,,,0.500221
288,3600000,2.303734,,,0.500221
291,3638400,2.274800,,,0.500221
294,3675600,2.261584,,,0.500221
297,3712800,2.244453,,,0.500221
300,3750000,2.264950,,,0.500221
303,3788400,2.216349,,,0.500221
306,3825600,2.221399,,,0.500221
309,3862800,2.200443,,,0.500221
312,3900000,2.205714,,,0.500221
315,3938400,2.173984,,,0.500221
318,3975600,2.162929,,,0.500221
321,4012800,2.157330,,,0.500221
324,4050000,2.215472,,,0.500221
327,4088400,2.131242,,,0.500221
330,4125600,2.106820,,,0.500221
333,4162800,2.103892,,,0.500221
336,4200000,2.117256,,,0.500221
339,4238400,2.075007,,,0.500221
342,4275600,2.077508,,,0.500221
345,4312800,2.062869,,,0.500221
348,4350000,2.083723,,,0.500221
351,4388400,2.040378,,,0.500221
354,4425600,2.016020,,,0.500221
357,4462800,2.021299,,,0.500221
360,4500000,2.027471,,,0.500221
363,4538400,1.997880,,,0.500221
366,4575600,1.995229,,,0.500221
369,4612800,1.969740,,,0.500221
372,4650000,1.984200,,,0.500221
375,4688400,1.945249,,,0.500221
378,4725600,1.929705,,,0.500221
381,4762800,1.917612,,,0.500221
384,4800000,1.938478,,,0.500221
387,4838400,1.895843,,,0.500221
390,4875600,1.886269,,,0.500221
391,4888400,1.880151,,,0.500221
