round,grad_computations,train_loss,drift,grad_norm,h_label,radius,ball_hits,mean_hit_step,cos_client,cos_agg,cos_client_exact
0,0,4.606413,,,0.000000,,,,,,
1,49920,4.564023,,,0.000000,,,,,,
2,98640,4.419128,,,0.000000,,,,,,
3,147360,4.117009,,,0.000000,,,,,,
4,196080,3.928141,,,0.000000,,,,,,
5,244800,3.795086,,,0.000000,,,,,,
6,293520,3.735229,,,0.000000,,,,,,
7,342240,3.620552,,,0.000000,,,,,,
8,390960,3.561679,,,0.000000,,,,,,
9,439680,3.489797,,,0.000000,,,,,,
10,488400,3.437226,,,0.000000,,,,,,
11,537120,3.388212,,,0.000000,,,,,,
12,585840,3.321217,,,0.000000,,,,,,
13,634560,3.313187,,,0.000000,,,,,,
14,683280,3.240666,,,0.000000,,,,,,
15,732000,3.208599,,,0.000000,,,,,,
16,780720,3.139861,,,0.000000,,,,,,
17,829440,3.173527,,,0.000000,,,,,,
18,878160,3.069523,,,0.000000,,,,,,
19,926880,2.987176,,,0.000000,,,,,,
20,975600,2.910773,,,0.000000,,,,,,
21,1024320,2.914963,,,0.000000,,,,,,
22,1073040,2.806390,,,0.000000,,,,,,
23,1121760,2.790726,,,0.000000,,,,,,
24,1170480,2.738935,,,0.000000,,,,,,
25,1219200,2.676037,,,0.000000,,,,,,
26,1267920,2.698519,,,0.000000,,,,,,
27,1316640,2.638259,,,0.000000,,,,,,
28,1365360,2.575732,,,0.000000,,,,,,
29,1414080,2.566426,,,0.000000,,,,,,
30,1462800,2.520424,,,0.000000,,,,,,
31,1511520,2.504063,,,0.000000,,,,,,
32,1560240,2.429064,,,0.000000,,,,,,
33,1608960,2.445552,,,0.000000,,,,,,
34,1657680,2.437516,,,0.000000,,,,,,
35,1706400,2.358495,,,0.000000,,,,,,
36,1755120,2.353443,,,0.000000,,,,,,
37,1803840,2.360264,,,0.000000,,,,,,
38,1852560,2.386383,,,0.000000,,,,,,
39,1901280,2.696711,,,0.000000,,,,,,
40,1950000,3.227709,,,0.000000,,,,,,
41,1999920,2.206856,,,0.000000,,,,,,
42,2048640,2.169916,,,0.000000,,,,,,
43,2097360,2.160775,,,0.000000,,,,,,
44,2146080,2.103349,,,0.000000,,,,,,
45,2194800,2.166206,,,0.000000,,,,,,
46,2243520,2.089033,,,0.000000,,,,,,
47,2292240,2.021328,,,0.000000,,,,,,
48,2340960,1.988950,,,0.000000,,,,,,
49,2389680,1.977714,,,0.000000,,,,,,
50,2438400,2.080423,,,0.000000,,,,,,
51,2487120,1.933016,,,0.000000,,,,,,
52,2535840,1.921986,,,0.000000,,,,,,
53,2584560,1.891192,,,0.000000,,,,,,
54,2633280,1.838495,,,0.000000,,,,,,
55,2682000,1.808878,,,0.000000,,,,,,
56,2730720,1.812924,,,0.000000,,,,,,
57,2779440,1.885389,,,0.000000,,,,,,
58,2828160,1.773687,,,0.000000,,,,,,
59,2876880,1.728329,,,0.000000,,,,,,
60,2925600,1.675708,,,0.000000,,,,,,
61,2974320,1.638527,,,0.000000,,,,,,
62,3023040,1.685759,,,0.000000,,,,,,
63,3071760,1.738284,,,0.000000,,,,,,
64,3120480,1.601201,,,0.000000,,,,,,
65,3169200,1.519972,,,0.000000,,,,,,
66,3217920,1.549497,,,0.000000,,,,,,
67,3266640,1.487995,,,0.000000,,,,,,
68,3315360,1.574198,,,0.000000,,,,,,
69,3364080,1.423176,,,0.000000,,,,,,
70,3412800,1.440068,,,0.000000,,,,,,
71,3461520,1.371612,,,0.000000,,,,,,
72,3510240,1.394991,,,0.000000,,,,,,
73,3558960,1.329890,,,0.000000,,,,,,
74,3607680,1.301793,,,0.000000,,,,,,
75,3656400,1.341424,,,0.000000,,,,,,
76,3705120,1.272760,,,0.000000,,,,,,
77,3753840,1.621933,,,0.000000,,,,,,
78,3802560,1.809265,,,0.000000,,,,,,
79,3851280,1.965821,,,0.000000,,,,,,
80,3900000,2.470411,,,0.000000,,,,,,
81,3949920,1.146195,,,0.000000,,,,,,
82,3998640,1.141181,,,0.000000,,,,,,
83,4047360,1.264900,,,0.000000,,,,,,
84,4096080,1.040834,,,0.000000,,,,,,
85,4144800,1.017880,,,0.000000,,,,,,
86,4193520,1.162591,,,0.000000,,,,,,
87,4242240,0.916383,,,0.000000,,,,,,
88,4290960,0.933225,,,0.000000,,,,,,
89,4339680,0.925308,,,0.000000,,,,,,
90,4388400,0.852745,,,0.000000,,,,,,
91,4437120,0.893357,,,0.000000,,,,,,
92,4485840,0.867252,,,0.000000,,,,,,
93,4534560,0.749502,,,0.000000,,,,,,
94,4583280,0.853463,,,0.000000,,,,,,
95,4632000,0.744552,,,0.000000,,,,,,
96,4680720,0.769423,,,0.000000,,,,,,
97,4729440,0.723839,,,0.000000,,,,,,
98,4778160,0.746579,,,0.000000,,,,,,
99,4826880,0.627376,,,0.000000,,,,,,
100,4875600,0.615741,,,0.000000,,,,,,
