round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.606946,,,0.000000
7,44800,4.584053,,,0.000000
14,88400,4.535586,,,0.000000
21,132000,4.413391,,,0.000000
28,175600,4.212606,,,0.000000
35,219200,4.037185,,,0.000000
42,262800,3.916133,,,0.000000
49,306400,3.832849,,,0.000000
56,350000,3.803308,,,0.000000
63,394800,3.678680,,,0.000000
70,438400,3.623166,,,0.000000
77,482000,3.570094,,,0.000000
84,525600,3.528416,,,0.000000
91,569200,3.486626,,,0.000000
98,612800,3.442650,,,0.000000
105,656400,3.409340,,,0.000000
112,700000,3.431539,,,0.000000
119,744800,3.334188,,,0.000000
126,788400,3.293915,,,0.000000
133,832000,3.259283,,,0.000000
140,875600,3.223123,,,0.000000
147,919200,3.195877,,,0.000000
154,962800,3.160779,,,0.000000
161,1006400,3.138065,,,0.000000
168,1050000,3.159975,,,0.000000
175,1094800,3.069687,,,0.000000
182,1138400,3.032420,,,0.000000
189,1182000,2.996956,,,0.000000
196,1225600,2.972420,,,0.000000
203,1269200,2.939515,,,0.000000
210,1312800,2.908948,,,0.000000
217,1356400,2.888580,,,0.000000
224,1400000,2.924004,,,0.000000
231,1444800,2.820358,,,0.000000
238,1488400,2.801060,,,0.000000
245,1532000,2.764724,,,0.000000
252,1575600,2.741466,,,0.000000
259,1619200,2.715173,,,0.000000
266,1662800,2.693505,,,0.000000
273,1706400,2.668556,,,0.000000
280,1750000,2.731152,,,0.000000
287,1794800,2.603887,,,0.000000
294,1838400,2.579498,,,0.000000
301,1882000,2.555586,,,0.000000
308,1925600,2.535113,,,0.000000
315,1969200,2.512837,,,0.000000
322,2012800,2.488519,,,0.000000
329,2056400,2.476825,,,0.000000
336,2100000,2.531380,,,0.000000
343,2144800,2.420516,,,0.000000
350,2188400,2.392555,,,0.000000
357,2232000,2.370052,,,0.000000
364,2275600,2.349629,,,0.000000
371,2319200,2.333355,,,0.000000
378,2362800,2.317885,,,0.000000
385,2406400,2.298392,,,0.000000
392,2450000,2.381533,,,0.000000
399,2494800,2.243392,,,0.000000
406,2538400,2.224532,,,0.000000
413,2582000,2.210100,,,0.000000
420,2625600,2.182566,,,0.000000
427,2669200,2.174411,,,0.000000
434,2712800,2.158607,,,0.000000
441,2756400,2.139554,,,0.000000
448,2800000,2.256632,,,0.000000
455,2844800,2.086053,,,0.000000
462,2888400,2.068107,,,0.000000
469,2932000,2.045067,,,0.000000
476,2975600,2.031483,,,0.000000
483,3019200,2.012810,,,0.000000
490,3062800,1.995873,,,0.000000
497,3106400,1.978667,,,0.000000
504,3150000,2.084840,,,0.000000
511,3194800,1.931471,,,0.000000
518,3238400,1.908264,,,0.000000
525,3282000,1.888664,,,0.000000
532,3325600,1.868942,,,0.000000
539,3369200,1.855439,,,0.000000
546,3412800,1.835697,,,0.000000
553,3456400,1.823791,,,0.000000
560,3500000,2.035489,,,0.000000
567,3544800,1.778708,,,0.000000
574,3588400,1.752869,,,0.000000
581,3632000,1.732672,,,0.000000
588,3675600,1.707778,,,0.000000
595,3719200,1.691015,,,0.000000
602,3762800,1.668711,,,0.000000
609,3806400,1.665266,,,0.000000
616,3850000,1.810226,,,0.000000
623,3894800,1.608822,,,0.000000
630,3938400,1.585873,,,0.000000
637,3982000,1.572636,,,0.000000
644,4025600,1.552490,,,0.000000
651,4069200,1.525544,,,0.000000
658,4112800,1.520911,,,0.000000
665,4156400,1.502706,,,0.000000
672,4200000,1.650267,,,0.000000
679,4244800,1.444630,,,0.000000
686,4288400,1.424121,,,0.000000
693,4332000,1.405717,,,0.000000
700,4375600,1.381901,,,0.000000
707,4419200,1.367507,,,0.000000
714,4462800,1.350708,,,0.000000
721,4506400,1.341555,,,0.000000
728,4550000,1.529502,,,0.000000
735,4594800,1.279712,,,0.000000
742,4638400,1.260414,,,0.000000
749,4682000,1.240222,,,0.000000
756,4725600,1.229160,,,0.000000
763,4769200,1.208265,,,0.000000
770,4812800,1.185118,,,0.000000
777,4856400,1.184614,,,0.000000
781,4882000,1.143935,,,0.000000
