round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.606946,,,0.000000
1,88400,4.546413,,,0.000000
2,175600,4.306430,,,0.000000
3,262800,4.115324,,,0.000000
4,350000,3.865913,,,0.000000
5,438400,3.741232,,,0.000000
6,525600,3.644277,,,0.000000
7,612800,3.582598,,,0.000000
8,700000,3.511362,,,0.000000
9,788400,3.409702,,,0.000000
10,875600,3.359667,,,0.000000
11,962800,3.330433,,,0.000000
12,1050000,3.281517,,,0.000000
13,1138400,3.174867,,,0.000000
14,1225600,3.131983,,,0.000000
15,1312800,3.086144,,,0.000000
16,1400000,3.046013,,,0.000000
17,1488400,2.949825,,,0.000000
18,1575600,2.913296,,,0.000000
19,1662800,2.943266,,,0.000000
20,1750000,2.848212,,,0.000000
21,1838400,2.754042,,,0.000000
22,1925600,2.728602,,,0.000000
23,2012800,2.718760,,,0.000000
24,2100000,2.680615,,,0.000000
25,2188400,2.575323,,,0.000000
26,2275600,2.545903,,,0.000000
27,2362800,2.591518,,,0.000000
28,2450000,2.522544,,,0.000000
29,2538400,2.407338,,,0.000000
30,2625600,2.406446,,,0.000000
31,2712800,2.384563,,,0.000000
32,2800000,2.357489,,,0.000000
33,2888400,2.261552,,,0.000000
34,2975600,2.261482,,,0.000000
35,3062800,2.248547,,,0.000000
36,3150000,2.207647,,,0.000000
37,3238400,2.119096,,,0.000000
38,3325600,2.095794,,,0.000000
39,3412800,2.061368,,,0.000000
40,3500000,2.066406,,,0.000000
41,3588400,1.966061,,,0.000000
42,3675600,1.974191,,,0.000000
43,3762800,1.975626,,,0.000000
44,3850000,1.927126,,,0.000000
45,3938400,1.824424,,,0.000000
46,4025600,1.812153,,,0.000000
47,4112800,1.854144,,,0.000000
48,4200000,1.791148,,,0.000000
49,4288400,1.687962,,,0.000000
50,4375600,1.695295,,,0.000000
51,4462800,1.721535,,,0.000000
52,4550000,1.658266,,,0.000000
53,4638400,1.549062,,,0.000000
54,4725600,1.567469,,,0.000000
55,4812800,1.555895,,,0.000000
56,4900000,1.546529,,,0.000000
