round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.608579,,,0.500221
1,125600,4.533368,,,0.500221
2,250000,4.368559,,,0.500221
3,375600,4.163650,,,0.500221
4,500000,3.977219,,,0.500221
5,625600,3.843605,,,0.500221
6,750000,3.737879,,,0.500221
7,875600,3.650574,,,0.500221
8,1000000,3.538440,,,0.500221
9,1125600,3.428444,,,0.500221
10,1250000,3.356255,,,0.500221
11,1375600,3.282878,,,0.500221
12,1500000,3.194476,,,0.500221
13,1625600,3.107664,,,0.500221
14,1750000,3.016144,,,0.500221
15,1875600,2.956665,,,0.500221
16,2000000,2.904036,,,0.500221
17,2125600,2.881520,,,0.500221
18,2250000,2.765140,,,0.500221
19,2375600,2.721086,,,0.500221
20,2500000,2.688417,,,0.500221
21,2625600,2.625533,,,0.500221
22,2750000,2.573554,,,0.500221
23,2875600,2.514107,,,0.500221
24,3000000,2.484709,,,0.500221
25,3125600,2.418351,,,0.500221
26,3250000,2.397514,,,0.500221
27,3375600,2.353103,,,0.500221
28,3500000,2.298771,,,0.500221
29,3625600,2.246339,,,0.500221
30,3750000,2.228123,,,0.500221
31,3875600,2.170199,,,0.500221
32,4000000,2.139467,,,0.500221
33,4125600,2.077186,,,0.500221
34,4250000,2.065550,,,0.500221
35,4375600,2.001690,,,0.500221
36,4500000,1.997241,,,0.500221
37,4625600,1.925842,,,0.500221
38,4750000,1.923238,,,0.500221
39,4875600,1.850767,,,0.500221
