round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.606946,,,0.500221
3,38400,4.576128,,,0.500221
6,75600,4.516612,,,0.500221
9,112800,4.441847,,,0.500221
12,150000,4.365062,,,0.500221
15,188400,4.256925,,,0.500221
18,225600,4.173350,,,0.500221
21,262800,4.083684,,,0.500221
24,300000,4.053325,,,0.500221
27,338400,3.958620,,,0.500221
30,375600,3.912572,,,0.500221
33,412800,3.853789,,,0.500221
36,450000,3.817297,,,0.500221
39,488400,3.785388,,,0.500221
42,525600,3.748233,,,0.500221
45,562800,3.712220,,,0.500221
48,600000,3.681492,,,0.500221
51,638400,3.653872,,,0.500221
54,675600,3.628248,,,0.500221
57,712800,3.597440,,,0.500221
60,750000,3.584801,,,0.500221
63,788400,3.552183,,,0.500221
66,825600,3.520601,,,0.500221
69,862800,3.505734,,,0.500221
72,900000,3.516403,,,0.500221
75,938400,3.461960,,,0.500221
78,975600,3.439443,,,0.500221
81,1012800,3.412595,,,0.500221
84,1050000,3.403574,,,0.500221
87,1088400,3.373811,,,0.500221
90,1125600,3.356694,,,0.500221
93,1162800,3.345008,,,0.500221
96,1200000,3.323608,,,0.500221
99,1238400,3.293301,,,0.500221
102,1275600,3.281640,,,0.500221
105,1312800,3.257685,,,0.500221
108,1350000,3.235038,,,0.500221
111,1388400,3.210790,,,0.500221
114,1425600,3.202733,,,0.500221
117,1462800,3.183448,,,0.500221
120,1500000,3.188020,,,0.500221
123,1538400,3.150881,,,0.500221
126,1575600,3.143209,,,0.500221
129,1612800,3.111154,,,0.500221
132,1650000,3.137853,,,0.500221
135,1688400,3.081036,,,0.500221
138,1725600,3.059943,,,0.500221
141,1762800,3.047525,,,0.500221
144,1800000,3.056668,,,0.500221
147,1838400,3.012938,,,0.500221
150,1875600,2.989373,,,0.500221
153,1912800,2.987629,,,0.500221
156,1950000,2.970565,,,0.500221
159,1988400,2.949301,,,0.500221
162,2025600,2.930065,,,0.500221
165,2062800,2.911070,,,0.500221
168,2100000,2.902936,,,0.500221
171,2138400,2.896959,,,0.500221
174,2175600,2.869102,,,0.500221
177,2212800,2.856771,,,0.500221
180,2250000,2.872426,,,0.500221
183,2288400,2.830184,,,0.500221
186,2325600,2.809697,,,0.500221
189,2362800,2.788076,,,0.500221
192,2400000,2.825342,,,0.500221
195,2438400,2.755777,,,0.500221
198,2475600,2.756817,,,0.500221
201,2512800,2.737308,,,0.500221
204,2550000,2.767322,,,0.500221
207,2588400,2.715955,,,0.500221
210,2625600,2.690007,,,0.500221
213,2662800,2.681409,,,0.500221
216,2700000,2.689961,,,0.500221
219,2738400,2.652571,,,0.500221
222,2775600,2.635088,,,0.500221
225,2812800,2.633165,,,0.500221
228,2850000,2.662144,,,0.500221
231,2888400,2.601696,,,0.500221
234,2925600,2.590411,,,0.500221
237,2962800,2.581519,,,0.500221
240,3000000,2.563068,,,0.500221
243,3038400,2.547025,,,0.500221
246,3075600,2.543856,,,0.500221
249,3112800,2.527321,,,0.500221
252,3150000,2.534119,,,0.500221
255,3188400,2.499336,,,0.500221
258,3225600,2.479831,,,0.500221
261,3262800,2.473773,,,0.500221
264,3300000,2.493668,,,0.500221
267,3338400,2.441845,,,0.500221
270,3375600,2.438116,,,0.500221
273,3412800,2.427745,,,0.500221
276,3450000,2.466404,,,0.500221
279,3488400,2.401877,,,0.500221
282,3525600,2.391417,,,0.500221
285,3562800,2.372873,,,0.500221
288,3600000,2.381338,,,0.500221
291,3638400,2.349260,,,0.500221
294,3675600,2.354269,,,0.500221
297,3712800,2.331629,,,0.500221
300,3750000,2.349710,,,0.500221
303,3788400,2.309221,,,0.500221
306,3825600,2.288304,,,0.500221
309,3862800,2.303257,,,0.500221
312,3900000,2.305469,,,0.500221
315,3938400,2.256864,,,0.500221
318,3975600,2.260057,,,0.500221
321,4012800,2.243785,,,0.500221
324,4050000,2.251137,,,0.500221
327,4088400,2.217975,,,0.500221
330,4125600,2.206861,,,0.500221
333,4162800,2.195914,,,0.500221
336,4200000,2.192921,,,0.500221
339,4238400,2.166232,,,0.500221
342,4275600,2.163396,,,0.500221
345,4312800,2.155789,,,0.500221
348,4350000,2.152204,,,0.500221
351,4388400,2.120943,,,0.500221
354,4425600,2.116030,,,0.500221
357,4462800,2.109549,,,0.500221
360,4500000,2.154609,,,0.500221
363,4538400,2.074632,,,0.500221
366,4575600,2.074307,,,0.500221
369,4612800,2.066902,,,0.500221
372,4650000,2.057971,,,0.500221
375,4688400,2.044008,,,0.500221
378,4725600,2.027617,,,0.500221
381,4762800,2.025491,,,0.500221
384,4800000,2.036317,,,0.500221
387,4838400,1.983479,,,0.500221
390,4875600,1.987492,,,0.500221
391,4888400,1.975396,,,0.500221
