round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.606946,,,0.000000
1,188400,4.270812,,,0.000000
2,375600,3.846963,,,0.000000
3,562800,3.642996,,,0.000000
4,750000,3.470956,,,0.000000
5,938400,3.298036,,,0.000000
6,1125600,3.198808,,,0.000000
7,1312800,3.185658,,,0.000000
8,1500000,2.974273,,,0.000000
9,1688400,2.833991,,,0.000000
10,1875600,2.752361,,,0.000000
11,2062800,2.684458,,,0.000000
12,2250000,2.601947,,,0.000000
13,2438400,2.544421,,,0.000000
14,2625600,2.438867,,,0.000000
15,2812800,2.354766,,,0.000000
16,3000000,2.280218,,,0.000000
17,3188400,2.158710,,,0.000000
18,3375600,2.233750,,,0.000000
19,3562800,2.099226,,,0.000000
20,3750000,1.987675,,,0.000000
21,3938400,1.896335,,,0.000000
22,4125600,1.826245,,,0.000000
23,4312800,1.741705,,,0.000000
24,4500000,1.732273,,,0.000000
25,4688400,1.638002,,,0.000000
26,4875600,1.566247,,,0.000000
