round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,,,1.000000
1,88400,4.605411,,,1.000000
2,175600,4.577109,,,1.000000
3,262800,4.538653,,,1.000000
4,350000,4.495828,,,1.000000
5,438400,4.452814,,,1.000000
6,525600,4.416681,,,1.000000
7,612800,4.380925,,,1.000000
8,700000,4.348300,,,1.000000
9,788400,4.307401,,,1.000000
10,875600,4.282416,,,1.000000
11,962800,4.244237,,,1.000000
12,1050000,4.205903,,,1.000000
13,1138400,4.173002,,,1.000000
14,1225600,4.154512,,,1.000000
15,1312800,4.132198,,,1.000000
16,1400000,4.085533,,,1.000000
17,1488400,4.057438,,,1.000000
18,1575600,4.050238,,,1.000000
19,1662800,4.013531,,,1.000000
20,1750000,3.982740,,,1.000000
21,1838400,3.957795,,,1.000000
22,1925600,3.941978,,,1.000000
23,2012800,3.926400,,,1.000000
24,2100000,3.918738,,,1.000000
25,2188400,3.859363,,,1.000000
26,2275600,3.850807,,,1.000000
27,2362800,3.831791,,,1.000000
28,2450000,3.800945,,,1.000000
29,2538400,3.759305,,,1.000000
30,2625600,3.749733,,,1.000000
31,2712800,3.730707,,,1.000000
32,2800000,3.703029,,,1.000000
33,2888400,3.688050,,,1.000000
34,2975600,3.664425,,,1.000000
35,3062800,3.639071,,,1.000000
36,3150000,3.597929,,,1.000000
37,3238400,3.584900,,,1.000000
38,3325600,3.587748,,,1.000000
39,3412800,3.544483,,,1.000000
40,3500000,3.511936,,,1.000000
41,3588400,3.530067,,,1.000000
42,3675600,3.494396,,,1.000000
43,3762800,3.486219,,,1.000000
44,3850000,3.449813,,,1.000000
45,3938400,3.416464,,,1.000000
46,4025600,3.404201,,,1.000000
47,4112800,3.424248,,,1.000000
48,4200000,3.363049,,,1.000000
49,4288400,3.348058,,,1.000000
50,4375600,3.352639,,,1.000000
51,4462800,3.334463,,,1.000000
52,4550000,3.313607,,,1.000000
53,4638400,3.280649,,,1.000000
54,4725600,3.331816,,,1.000000
55,4812800,3.243590,,,1.000000
56,4900000,3.205328,,,1.000000
