round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.608579,,,0.500221
1,50000,4.576654,,,0.500221
2,100000,4.495031,,,0.500221
3,150000,4.415796,,,0.500221
4,200000,4.290526,,,0.500221
5,250000,4.190703,,,0.500221
6,300000,4.126290,,,0.500221
7,350000,4.055866,,,0.500221
8,400000,3.981505,,,0.500221
9,450000,3.937408,,,0.500221
10,500000,3.868361,,,0.500221
11,550000,3.814860,,,0.500221
12,600000,3.785683,,,0.500221
13,650000,3.713876,,,0.500221
14,700000,3.676540,,,0.500221
15,750000,3.647799,,,0.500221
16,800000,3.609517,,,0.500221
17,850000,3.577691,,,0.500221
18,900000,3.535670,,,0.500221
19,950000,3.506736,,,0.500221
20,1000000,3.477779,,,0.500221
21,1050000,3.451922,,,0.500221
22,1100000,3.431592,,,0.500221
23,1150000,3.381086,,,0.500221
24,1200000,3.353166,,,0.500221
25,1250000,3.319143,,,0.500221
26,1300000,3.288981,,,0.500221
27,1350000,3.281170,,,0.500221
28,1400000,3.241767,,,0.500221
29,1450000,3.216137,,,0.500221
30,1500000,3.165921,,,0.500221
31,1550000,3.163176,,,0.500221
32,1600000,3.129379,,,0.500221
33,1650000,3.100035,,,0.500221
34,1700000,3.074496,,,0.500221
35,1750000,3.078840,,,0.500221
36,1800000,3.055612,,,0.500221
37,1850000,3.000257,,,0.500221
38,1900000,2.963900,,,0.500221
39,1950000,2.971044,,,0.500221
40,2000000,2.888473,,,0.500221
41,2050000,2.889846,,,0.500221
42,2100000,2.872383,,,0.500221
43,2150000,2.858800,,,0.500221
44,2200000,2.817834,,,0.500221
45,2250000,2.816181,,,0.500221
46,2300000,2.780996,,,0.500221
47,2350000,2.766876,,,0.500221
48,2400000,2.748598,,,0.500221
49,2450000,2.739799,,,0.500221
50,2500000,2.721793,,,0.500221
51,2550000,2.689112,,,0.500221
52,2600000,2.670133,,,0.500221
53,2650000,2.647582,,,0.500221
54,2700000,2.619003,,,0.500221
55,2750000,2.617798,,,0.500221
56,2800000,2.588944,,,0.500221
57,2850000,2.582906,,,0.500221
58,2900000,2.576037,,,0.500221
59,2950000,2.555262,,,0.500221
60,3000000,2.545786,,,0.500221
61,3050000,2.502151,,,0.500221
62,3100000,2.480980,,,0.500221
63,3150000,2.498006,,,0.500221
64,3200000,2.477158,,,0.500221
65,3250000,2.458496,,,0.500221
66,3300000,2.470087,,,0.500221
67,3350000,2.451980,,,0.500221
68,3400000,2.389247,,,0.500221
69,3450000,2.405962,,,0.500221
70,3500000,2.363129,,,0.500221
71,3550000,2.353953,,,0.500221
72,3600000,2.364095,,,0.500221
73,3650000,2.326394,,,0.500221
74,3700000,2.307985,,,0.500221
75,3750000,2.290341,,,0.500221
76,3800000,2.275238,,,0.500221
77,3850000,2.272399,,,0.500221
78,3900000,2.244312,,,0.500221
79,3950000,2.223278,,,0.500221
80,4000000,2.214521,,,0.500221
81,4050000,2.193558,,,0.500221
82,4100000,2.184158,,,0.500221
83,4150000,2.178093,,,0.500221
84,4200000,2.163044,,,0.500221
85,4250000,2.149353,,,0.500221
86,4300000,2.111437,,,0.500221
87,4350000,2.099815,,,0.500221
88,4400000,2.106206,,,0.500221
89,4450000,2.094486,,,0.500221
90,4500000,2.080904,,,0.500221
91,4550000,2.038503,,,0.500221
92,4600000,2.047116,,,0.500221
93,4650000,2.036077,,,0.500221
94,4700000,2.000296,,,0.500221
95,4750000,2.016397,,,0.500221
96,4800000,1.984007,,,0.500221
97,4850000,1.963345,,,0.500221
98,4900000,1.961312,,,0.500221
