round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,,,1.000000
7,44800,4.589644,,,1.000000
14,88400,4.538462,,,1.000000
21,132000,4.490376,,,1.000000
28,175600,4.444591,,,1.000000
35,219200,4.371677,,,1.000000
42,262800,4.335872,,,1.000000
49,306400,4.274976,,,1.000000
56,350000,4.217589,,,1.000000
63,394800,4.180288,,,1.000000
70,438400,4.150460,,,1.000000
77,482000,4.108689,,,1.000000
84,525600,4.060938,,,1.000000
91,569200,4.033482,,,1.000000
98,612800,3.998032,,,1.000000
105,656400,3.974077,,,1.000000
112,700000,3.932351,,,1.000000
119,744800,3.908883,,,1.000000
126,788400,3.877451,,,1.000000
133,832000,3.830759,,,1.000000
140,875600,3.824697,,,1.000000
147,919200,3.798641,,,1.000000
154,962800,3.769533,,,1.000000
161,1006400,3.759220,,,1.000000
168,1050000,3.729003,,,1.000000
175,1094800,3.707516,,,1.000000
182,1138400,3.701002,,,1.000000
189,1182000,3.665559,,,1.000000
196,1225600,3.661835,,,1.000000
203,1269200,3.621616,,,1.000000
210,1312800,3.602773,,,1.000000
217,1356400,3.595931,,,1.000000
224,1400000,3.580919,,,1.000000
231,1444800,3.545053,,,1.000000
238,1488400,3.531834,,,1.000000
245,1532000,3.511136,,,1.000000
252,1575600,3.502699,,,1.000000
259,1619200,3.473303,,,1.000000
266,1662800,3.457394,,,1.000000
273,1706400,3.443205,,,1.000000
280,1750000,3.438697,,,1.000000
287,1794800,3.427944,,,1.000000
294,1838400,3.377487,,,1.000000
301,1882000,3.376320,,,1.000000
308,1925600,3.346276,,,1.000000
315,1969200,3.348127,,,1.000000
322,2012800,3.310924,,,1.000000
329,2056400,3.308427,,,1.000000
336,2100000,3.301940,,,1.000000
343,2144800,3.272994,,,1.000000
350,2188400,3.263618,,,1.000000
357,2232000,3.248057,,,1.000000
364,2275600,3.230615,,,1.000000
371,2319200,3.219755,,,1.000000
378,2362800,3.202067,,,1.000000
385,2406400,3.187895,,,1.000000
392,2450000,3.167519,,,1.000000
399,2494800,3.163594,,,1.000000
406,2538400,3.136423,,,1.000000
413,2582000,3.147247,,,1.000000
420,2625600,3.117375,,,1.000000
427,2669200,3.109615,,,1.000000
434,2712800,3.074553,,,1.000000
441,2756400,3.074135,,,1.000000
448,2800000,3.078944,,,1.000000
455,2844800,3.050475,,,1.000000
462,2888400,3.025709,,,1.000000
469,2932000,3.025029,,,1.000000
476,2975600,3.018134,,,1.000000
483,3019200,3.000553,,,1.000000
490,3062800,2.975497,,,1.000000
497,3106400,2.965743,,,1.000000
504,3150000,2.956929,,,1.000000
511,3194800,2.925238,,,1.000000
518,3238400,2.935839,,,1.000000
525,3282000,2.913203,,,1.000000
532,3325600,2.906285,,,1.000000
539,3369200,2.907690,,,1.000000
546,3412800,2.896096,,,1.000000
553,3456400,2.870162,,,1.000000
560,3500000,2.854632,,,1.000000
567,3544800,2.858128,,,1.000000
574,3588400,2.818722,,,1.000000
581,3632000,2.821404,,,1.000000
588,3675600,2.796180,,,1.000000
595,3719200,2.816747,,,1.000000
602,3762800,2.800174,,,1.000000
609,3806400,2.791921,,,1.000000
616,3850000,2.779177,,,1.000000
623,3894800,2.759175,,,1.000000
630,3938400,2.755442,,,1.000000
637,3982000,2.737551,,,1.000000
644,4025600,2.718713,,,1.000000
651,4069200,2.723841,,,1.000000
658,4112800,2.711215,,,1.000000
665,4156400,2.693953,,,1.000000
672,4200000,2.676752,,,1.000000
679,4244800,2.658186,,,1.000000
686,4288400,2.670333,,,1.000000
693,4332000,2.647664,,,1.000000
700,4375600,2.632413,,,1.000000
707,4419200,2.625568,,,1.000000
714,4462800,2.636825,,,1.000000
721,4506400,2.612265,,,1.000000
728,4550000,2.590631,,,1.000000
735,4594800,2.593514,,,1.000000
742,4638400,2.590370,,,1.000000
749,4682000,2.569353,,,1.000000
756,4725600,2.533036,,,1.000000
763,4769200,2.553898,,,1.000000
770,4812800,2.547551,,,1.000000
777,4856400,2.545407,,,1.000000
781,4882000,2.525114,,,1.000000
