round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.606946,,,0.000000
1,125600,4.470913,,,0.000000
2,250000,4.062888,,,0.000000
3,375600,3.811188,,,0.000000
4,500000,3.668757,,,0.000000
5,625600,3.551903,,,0.000000
6,750000,3.471387,,,0.000000
7,875600,3.347841,,,0.000000
8,1000000,3.297461,,,0.000000
9,1125600,3.175501,,,0.000000
10,1250000,3.117881,,,0.000000
11,1375600,3.013016,,,0.000000
12,1500000,2.994956,,,0.000000
13,1625600,2.874535,,,0.000000
14,1750000,2.864651,,,0.000000
15,1875600,2.754551,,,0.000000
16,2000000,2.705863,,,0.000000
17,2125600,2.618008,,,0.000000
18,2250000,2.621490,,,0.000000
19,2375600,2.476872,,,0.000000
20,2500000,2.488808,,,0.000000
21,2625600,2.367426,,,0.000000
22,2750000,2.387682,,,0.000000
23,2875600,2.262756,,,0.000000
24,3000000,2.296408,,,0.000000
25,3125600,2.166609,,,0.000000
26,3250000,2.159844,,,0.000000
27,3375600,2.065804,,,0.000000
28,3500000,2.059894,,,0.000000
29,3625600,1.958203,,,0.000000
30,3750000,1.942826,,,0.000000
31,3875600,1.855465,,,0.000000
32,4000000,1.850690,,,0.000000
33,4125600,1.809444,,,0.000000
34,4250000,1.734019,,,0.000000
35,4375600,1.650090,,,0.000000
36,4500000,1.654773,,,0.000000
37,4625600,1.559981,,,0.000000
38,4750000,1.545398,,,0.000000
39,4875600,1.464093,,,0.000000
