round,grad_computations,train_loss,drift,grad_norm,h_label
0,0,4.610444,,,0.000000
1,125600,4.449735,,,0.000000
2,250000,4.092138,,,0.000000
3,375600,3.840642,,,0.000000
4,500000,3.690495,,,0.000000
5,625600,3.536268,,,0.000000
6,750000,3.460916,,,0.000000
7,875600,3.313739,,,0.000000
8,1000000,3.249172,,,0.000000
9,1125600,3.124842,,,0.000000
10,1250000,3.081577,,,0.000000
11,1375600,2.947960,,,0.000000
12,1500000,2.957621,,,0.000000
13,1625600,2.870890,,,0.000000
14,1750000,2.780085,,,0.000000
15,1875600,2.705132,,,0.000000
16,2000000,2.664660,,,0.000000
17,2125600,2.579124,,,0.000000
18,2250000,2.519924,,,0.000000
19,2375600,2.475166,,,0.000000
20,2500000,2.395295,,,0.000000
21,2625600,2.302485,,,0.000000
22,2750000,2.322539,,,0.000000
23,2875600,2.252763,,,0.000000
24,3000000,2.216326,,,0.000000
25,3125600,2.073590,,,0.000000
26,3250000,2.052157,,,0.000000
27,3375600,2.041438,,,0.000000
28,3500000,1.957075,,,0.000000
29,3625600,1.950174,,,0.000000
30,3750000,1.872795,,,0.000000
31,3875600,1.776370,,,0.000000
32,4000000,1.758770,,,0.000000
33,4125600,1.710781,,,0.000000
34,4250000,1.724283,,,0.000000
35,4375600,1.555072,,,0.000000
36,4500000,1.584824,,,0.000000
37,4625600,1.458879,,,0.000000
38,4750000,1.474326,,,0.000000
39,4875600,1.377011,,,0.000000
